order_id,product_id,customer_id,order_history,delivery_preference,locations,returns/refunds
ORD005655,PROD7773,CUST98610,6,Express,Suburban,No
ORD011180,PROD2854,CUST99820,41,Same-Day,Rural,No
ORD003275,PROD1328,CUST20217,18,Express,Urban,No
ORD014380,PROD5455,CUST63258,4,Express,Rural,No
ORD009829,PROD1388,CUST99994,18,Standard,Urban,No
ORD010115,PROD9475,CUST37444,8,Express,Rural,No
ORD013796,PROD1645,CUST53880,8,Standard,Urban,No
ORD014490,PROD2948,CUST36331,27,Standard,Suburban,No
ORD013957,PROD9692,CUST43420,37,Same-Day,Suburban,No
ORD009028,PROD4399,CUST70258,34,Standard,Suburban,No
ORD005688,PROD4565,CUST86823,23,Same-Day,Urban,No
ORD008085,PROD4772,CUST49568,39,Express,Suburban,No
ORD008802,PROD8404,CUST21262,20,Same-Day,Rural,No
ORD011353,PROD2942,CUST91984,47,Standard,Suburban,Yes
ORD013311,PROD1942,CUST35973,9,Same-Day,Rural,No
ORD007979,PROD4905,CUST13302,19,Same-Day,Suburban,No
ORD007271,PROD4274,CUST86231,30,Same-Day,Suburban,No
ORD001995,PROD1613,CUST27998,16,Express,Urban,No
ORD007853,PROD4454,CUST64862,8,Express,Suburban,No
ORD005401,PROD3920,CUST99481,46,Same-Day,Rural,No
ORD009505,PROD9999,CUST81655,27,Same-Day,Suburban,No
ORD000352,PROD4878,CUST18073,8,Express,Rural,No
ORD007926,PROD9570,CUST29371,24,Express,Urban,No
ORD007771,PROD6026,CUST33221,47,Same-Day,Suburban,No
ORD008836,PROD8311,CUST69873,10,Same-Day,Rural,No
ORD012345,PROD9377,CUST64072,43,Same-Day,Urban,Yes
ORD002168,PROD9843,CUST47633,32,Same-Day,Rural,No
ORD014298,PROD6077,CUST24228,6,Express,Rural,No
ORD001752,PROD1744,CUST54168,2,Same-Day,Urban,Yes
ORD010568,PROD9508,CUST65544,32,Express,Rural,No
ORD011941,PROD4452,CUST77157,49,Express,Rural,No
ORD013423,PROD6718,CUST92871,7,Same-Day,Suburban,No
ORD004622,PROD1324,CUST98059,8,Same-Day,Rural,No
ORD000887,PROD7180,CUST76987,5,Same-Day,Suburban,No
ORD008064,PROD4201,CUST49795,27,Same-Day,Urban,No
ORD004115,PROD1082,CUST54577,44,Same-Day,Urban,No
ORD004382,PROD5514,CUST49937,7,Express,Rural,No
ORD003299,PROD7705,CUST83847,11,Standard,Urban,No
ORD011880,PROD8639,CUST16659,37,Express,Urban,No
ORD010001,PROD3416,CUST76904,37,Standard,Urban,Yes
ORD010133,PROD3507,CUST73369,12,Standard,Urban,No
ORD010378,PROD3424,CUST58609,41,Express,Rural,No
ORD014011,PROD1228,CUST17037,21,Standard,Rural,No
ORD009979,PROD6603,CUST60815,5,Standard,Urban,No
ORD014938,PROD1786,CUST73023,38,Standard,Suburban,No
ORD000655,PROD8800,CUST84816,10,Express,Suburban,No
ORD005184,PROD1301,CUST53700,32,Same-Day,Urban,No
ORD003688,PROD2654,CUST82521,38,Standard,Urban,No
ORD005502,PROD6556,CUST66558,15,Same-Day,Suburban,No
ORD007230,PROD8861,CUST53270,28,Same-Day,Suburban,No
ORD002371,PROD7525,CUST89110,42,Same-Day,Urban,No
ORD006425,PROD1406,CUST32779,31,Standard,Rural,No
ORD006799,PROD2006,CUST81621,36,Standard,Suburban,No
ORD002359,PROD8790,CUST20814,24,Express,Rural,No
ORD007303,PROD5921,CUST74966,6,Same-Day,Rural,No
ORD011462,PROD2841,CUST31242,21,Standard,Urban,Yes
ORD010499,PROD5395,CUST61768,42,Standard,Urban,No
ORD007365,PROD2833,CUST16937,7,Standard,Suburban,No
ORD004610,PROD1983,CUST83042,36,Same-Day,Suburban,No
ORD004848,PROD4982,CUST11941,45,Express,Urban,No
ORD002493,PROD6980,CUST32877,12,Standard,Rural,No
ORD009885,PROD3301,CUST83019,25,Express,Rural,No
ORD007637,PROD2279,CUST83285,35,Express,Rural,No
ORD007736,PROD2970,CUST28674,32,Express,Urban,No
ORD003184,PROD3876,CUST18803,45,Same-Day,Suburban,No
ORD008585,PROD1099,CUST18408,37,Express,Suburban,No
ORD002924,PROD3079,CUST25157,35,Standard,Suburban,No
ORD007036,PROD1448,CUST99671,2,Express,Suburban,No
ORD003850,PROD4633,CUST26219,2,Same-Day,Suburban,No
ORD004376,PROD7980,CUST27526,14,Express,Rural,No
ORD012690,PROD5017,CUST52306,8,Standard,Suburban,No
ORD009904,PROD1699,CUST85039,4,Same-Day,Rural,No
ORD005610,PROD6444,CUST78205,23,Standard,Suburban,No
ORD014410,PROD5791,CUST38951,10,Same-Day,Rural,No
ORD005854,PROD1860,CUST36952,49,Express,Suburban,No
ORD008776,PROD8961,CUST16170,1,Same-Day,Rural,No
ORD011365,PROD3310,CUST11713,12,Express,Rural,No
ORD013488,PROD3840,CUST86918,16,Standard,Urban,No
ORD004928,PROD4310,CUST64079,9,Standard,Rural,No
ORD014249,PROD6724,CUST38220,49,Express,Suburban,No
ORD006849,PROD3730,CUST50344,7,Standard,Suburban,No
ORD001142,PROD7580,CUST95377,33,Express,Rural,No
ORD009591,PROD4994,CUST15052,7,Standard,Rural,No
ORD003836,PROD9328,CUST40483,17,Same-Day,Urban,No
ORD011349,PROD2629,CUST94583,41,Same-Day,Urban,No
ORD008624,PROD9278,CUST13761,31,Standard,Urban,No
ORD000113,PROD2876,CUST14702,5,Standard,Rural,No
ORD006482,PROD2449,CUST68808,18,Same-Day,Rural,No
ORD009162,PROD8500,CUST15948,43,Standard,Suburban,No
ORD012504,PROD1917,CUST49752,26,Standard,Suburban,No
ORD003005,PROD1023,CUST99071,7,Same-Day,Suburban,No
ORD006445,PROD4185,CUST33510,37,Express,Rural,No
ORD011491,PROD7737,CUST36680,3,Express,Urban,No
ORD013313,PROD8809,CUST45485,44,Express,Suburban,No
ORD005691,PROD3403,CUST15832,41,Express,Suburban,No
ORD003810,PROD5557,CUST74493,32,Standard,Urban,No
ORD004229,PROD1701,CUST61031,11,Express,Rural,No
ORD007261,PROD2975,CUST31968,43,Same-Day,Suburban,No
ORD012116,PROD8758,CUST31037,29,Standard,Rural,No
ORD014430,PROD6597,CUST22632,40,Standard,Urban,No
ORD010404,PROD4541,CUST69583,16,Same-Day,Suburban,Yes
ORD005639,PROD8842,CUST63777,36,Standard,Urban,No
ORD002370,PROD3362,CUST97710,41,Standard,Suburban,No
ORD004784,PROD8183,CUST98959,31,Same-Day,Rural,No
ORD000249,PROD1998,CUST52658,21,Same-Day,Rural,No
ORD011184,PROD4343,CUST83241,12,Same-Day,Urban,No
ORD006847,PROD9237,CUST59346,30,Standard,Urban,Yes
ORD013726,PROD8410,CUST36318,27,Same-Day,Suburban,Yes
ORD011122,PROD6926,CUST87651,15,Same-Day,Rural,No
ORD000674,PROD6023,CUST56878,5,Express,Urban,No
ORD000362,PROD3608,CUST44379,28,Same-Day,Rural,No
ORD002447,PROD5405,CUST86721,23,Express,Urban,No
ORD013411,PROD8220,CUST89155,39,Express,Suburban,No
ORD004197,PROD3435,CUST57618,28,Same-Day,Suburban,No
ORD006494,PROD9037,CUST66675,48,Same-Day,Rural,Yes
ORD013666,PROD5096,CUST53377,25,Standard,Urban,No
ORD011563,PROD9265,CUST95547,12,Express,Rural,No
ORD014950,PROD5803,CUST36092,41,Standard,Rural,No
ORD010551,PROD8415,CUST59526,14,Same-Day,Urban,Yes
ORD000752,PROD5771,CUST20267,41,Same-Day,Urban,No
ORD004036,PROD9468,CUST24489,2,Standard,Urban,No
ORD003770,PROD8178,CUST70211,44,Same-Day,Suburban,No
ORD009598,PROD1729,CUST12956,42,Express,Suburban,No
ORD010932,PROD1928,CUST65407,42,Express,Rural,No
ORD008151,PROD4098,CUST50239,6,Same-Day,Rural,No
ORD004274,PROD4773,CUST10253,33,Same-Day,Suburban,No
ORD004497,PROD5314,CUST29071,14,Standard,Rural,No
ORD007057,PROD5270,CUST97904,30,Same-Day,Suburban,No
ORD007764,PROD3755,CUST23974,17,Express,Urban,No
ORD004799,PROD6410,CUST58897,29,Express,Urban,No
ORD011759,PROD1855,CUST79538,40,Same-Day,Rural,No
ORD004518,PROD4755,CUST75535,2,Same-Day,Urban,No
ORD010790,PROD8488,CUST62072,15,Express,Suburban,No
ORD010515,PROD6162,CUST65710,45,Express,Suburban,No
ORD011551,PROD4768,CUST97354,24,Same-Day,Suburban,No
ORD000927,PROD1588,CUST41739,20,Same-Day,Rural,No
ORD007820,PROD7116,CUST16154,40,Express,Urban,No
ORD014675,PROD7774,CUST31559,34,Same-Day,Rural,No
ORD013967,PROD1989,CUST43821,13,Same-Day,Urban,No
ORD008024,PROD2769,CUST14461,5,Express,Rural,No
ORD012913,PROD2086,CUST56319,6,Same-Day,Suburban,No
ORD012423,PROD8378,CUST98024,32,Standard,Urban,No
ORD006086,PROD3185,CUST52095,11,Same-Day,Suburban,No
ORD013444,PROD4085,CUST69056,22,Standard,Rural,No
ORD003250,PROD5088,CUST35391,42,Same-Day,Rural,No
ORD003417,PROD1635,CUST74165,49,Express,Rural,No
ORD005011,PROD6159,CUST56784,6,Express,Urban,No
ORD009875,PROD6952,CUST65634,47,Same-Day,Urban,No
ORD001563,PROD3185,CUST87002,33,Standard,Rural,No
ORD001321,PROD9355,CUST86097,20,Standard,Rural,No
ORD013108,PROD1671,CUST75662,45,Express,Urban,No
ORD010527,PROD3908,CUST20314,8,Same-Day,Urban,No
ORD014600,PROD2742,CUST23577,12,Same-Day,Suburban,No
ORD005213,PROD9883,CUST15370,38,Same-Day,Suburban,No
ORD008853,PROD5220,CUST73873,32,Standard,Suburban,No
ORD000324,PROD1058,CUST18319,23,Express,Rural,Yes
ORD013451,PROD9517,CUST42383,2,Same-Day,Urban,No
ORD001279,PROD7229,CUST11601,4,Express,Urban,No
ORD003801,PROD9283,CUST28179,30,Standard,Suburban,No
ORD009954,PROD8756,CUST91520,42,Same-Day,Suburban,No
ORD004323,PROD4315,CUST86595,40,Standard,Suburban,No
ORD003800,PROD3571,CUST94091,18,Express,Suburban,No
ORD012040,PROD4977,CUST54055,4,Same-Day,Suburban,No
ORD000493,PROD4919,CUST28429,42,Same-Day,Urban,No
ORD006645,PROD4555,CUST74061,24,Standard,Urban,No
ORD005322,PROD9952,CUST36204,21,Express,Rural,No
ORD001265,PROD1125,CUST51062,21,Same-Day,Urban,No
ORD002582,PROD7985,CUST30942,36,Express,Suburban,No
ORD013381,PROD2540,CUST45075,4,Standard,Rural,No
ORD003637,PROD9246,CUST47873,49,Express,Rural,No
ORD009888,PROD1648,CUST56276,42,Express,Urban,No
ORD011263,PROD5264,CUST58490,16,Same-Day,Suburban,No
ORD005908,PROD5127,CUST31624,3,Standard,Rural,Yes
ORD004090,PROD9238,CUST53872,19,Standard,Urban,No
ORD014370,PROD3867,CUST12902,36,Same-Day,Urban,No
ORD002672,PROD8492,CUST15846,15,Same-Day,Urban,No
ORD006979,PROD9740,CUST37021,9,Standard,Rural,No
ORD007667,PROD2807,CUST74751,15,Standard,Rural,No
ORD002680,PROD9880,CUST19237,30,Same-Day,Suburban,No
ORD007703,PROD8786,CUST80933,46,Standard,Suburban,No
ORD012740,PROD9413,CUST98188,5,Standard,Suburban,No
ORD010770,PROD9380,CUST52808,10,Same-Day,Urban,No
ORD014496,PROD6622,CUST76379,21,Standard,Rural,No
ORD013209,PROD7270,CUST50022,31,Same-Day,Rural,No
ORD003468,PROD7035,CUST25452,45,Express,Rural,No
ORD011651,PROD7974,CUST98818,48,Same-Day,Suburban,No
ORD011361,PROD5250,CUST57460,19,Express,Rural,No
ORD014451,PROD6332,CUST96770,41,Standard,Urban,No
ORD011663,PROD1639,CUST74136,49,Express,Urban,No
ORD002379,PROD7288,CUST99295,45,Express,Suburban,No
ORD008091,PROD7158,CUST48184,10,Same-Day,Rural,No
ORD003406,PROD7732,CUST86365,7,Standard,Rural,No
ORD012435,PROD5771,CUST95484,7,Express,Suburban,No
ORD002737,PROD5558,CUST32099,11,Same-Day,Suburban,No
ORD010169,PROD4407,CUST96980,43,Express,Suburban,No
ORD013747,PROD3468,CUST46901,30,Same-Day,Rural,No
ORD001479,PROD3414,CUST65360,9,Same-Day,Suburban,No
ORD010139,PROD3138,CUST50633,42,Standard,Suburban,No
ORD004993,PROD4504,CUST27948,1,Same-Day,Rural,No
ORD006018,PROD9015,CUST70413,5,Standard,Urban,Yes
ORD004180,PROD5597,CUST74589,10,Same-Day,Suburban,No
ORD006418,PROD6549,CUST41811,33,Standard,Urban,No
ORD000853,PROD8560,CUST71450,2,Same-Day,Rural,No
ORD000338,PROD3426,CUST63478,27,Standard,Suburban,No
ORD003052,PROD6145,CUST49941,30,Standard,Urban,No
ORD006150,PROD3881,CUST50180,43,Standard,Rural,No
ORD009360,PROD4270,CUST75561,32,Standard,Suburban,No
ORD009728,PROD5014,CUST15581,36,Standard,Urban,No
ORD003947,PROD6876,CUST27610,45,Standard,Suburban,No
ORD011752,PROD3400,CUST54069,12,Express,Suburban,No
ORD001685,PROD9882,CUST43337,35,Standard,Rural,No
ORD000663,PROD4986,CUST11764,5,Express,Suburban,No
ORD012578,PROD9348,CUST32369,49,Same-Day,Suburban,No
ORD011543,PROD9216,CUST49182,16,Express,Urban,No
ORD003475,PROD7102,CUST14029,23,Standard,Rural,Yes
ORD007883,PROD6783,CUST34070,32,Standard,Rural,No
ORD003832,PROD9996,CUST79694,16,Express,Rural,No
ORD009605,PROD3323,CUST33167,27,Same-Day,Urban,No
ORD000100,PROD2489,CUST17767,24,Same-Day,Suburban,Yes
ORD005219,PROD3262,CUST33681,36,Same-Day,Urban,Yes
ORD012688,PROD2441,CUST43083,7,Express,Rural,No
ORD010625,PROD3022,CUST31414,12,Express,Rural,No
ORD008943,PROD4196,CUST89107,35,Standard,Suburban,No
ORD014770,PROD7416,CUST26408,34,Express,Urban,No
ORD000590,PROD6096,CUST21297,7,Standard,Rural,No
ORD011260,PROD5013,CUST72689,46,Express,Urban,No
ORD000011,PROD1520,CUST54101,43,Same-Day,Suburban,No
ORD002547,PROD6651,CUST80569,5,Express,Suburban,No
ORD000472,PROD1822,CUST54883,48,Same-Day,Urban,No
ORD005728,PROD9931,CUST33738,26,Same-Day,Rural,No
ORD011142,PROD1959,CUST13400,27,Express,Suburban,No
ORD002560,PROD4389,CUST49160,16,Express,Urban,No
ORD006553,PROD6180,CUST63977,20,Express,Rural,No
ORD011541,PROD9627,CUST42584,30,Express,Urban,No
ORD013009,PROD2970,CUST80861,10,Same-Day,Suburban,No
ORD009287,PROD1095,CUST42720,3,Standard,Suburban,No
ORD006189,PROD4313,CUST60253,39,Same-Day,Rural,No
ORD001657,PROD7521,CUST51107,36,Standard,Suburban,No
ORD012066,PROD4769,CUST73841,17,Standard,Suburban,No
ORD003753,PROD3996,CUST25146,12,Same-Day,Suburban,No
ORD002222,PROD4120,CUST73483,20,Standard,Urban,No
ORD002920,PROD9474,CUST98389,7,Same-Day,Suburban,No
ORD001006,PROD2476,CUST95944,47,Express,Suburban,No
ORD004526,PROD9071,CUST25208,27,Same-Day,Suburban,No
ORD002983,PROD8483,CUST57212,31,Express,Urban,No
ORD012342,PROD7066,CUST79462,25,Same-Day,Rural,No
ORD012164,PROD7491,CUST56184,8,Standard,Urban,No
ORD013496,PROD4084,CUST21953,1,Standard,Rural,No
ORD000175,PROD1117,CUST83475,34,Express,Suburban,No
ORD001742,PROD9740,CUST17611,43,Same-Day,Rural,No
ORD007734,PROD9235,CUST59549,27,Standard,Urban,No
ORD006250,PROD3650,CUST53884,31,Standard,Suburban,No
ORD002969,PROD2956,CUST55489,32,Same-Day,Suburban,No
ORD000827,PROD8569,CUST85786,29,Standard,Suburban,No
ORD000265,PROD2964,CUST91597,48,Standard,Rural,No
ORD002251,PROD6892,CUST78293,11,Standard,Suburban,Yes
ORD013182,PROD5532,CUST44828,13,Standard,Suburban,No
ORD002256,PROD8692,CUST25984,26,Same-Day,Suburban,No
ORD010737,PROD2879,CUST73579,9,Express,Urban,No
ORD004460,PROD7618,CUST42019,8,Same-Day,Urban,No
ORD005960,PROD2194,CUST51548,10,Express,Suburban,Yes
ORD011027,PROD9108,CUST91284,9,Same-Day,Urban,No
ORD000589,PROD3683,CUST85553,23,Express,Urban,No
ORD000523,PROD8814,CUST14525,15,Standard,Suburban,No
ORD013539,PROD5466,CUST46184,20,Express,Urban,No
ORD003864,PROD2752,CUST73488,2,Same-Day,Rural,No
ORD008101,PROD2887,CUST65543,9,Same-Day,Urban,No
ORD009806,PROD8926,CUST45886,34,Standard,Suburban,No
ORD005061,PROD1827,CUST97675,28,Express,Urban,No
ORD013659,PROD8805,CUST42839,2,Express,Suburban,No
ORD001808,PROD9148,CUST15614,29,Express,Suburban,No
ORD005979,PROD7617,CUST56600,25,Standard,Rural,No
ORD009488,PROD4902,CUST16353,31,Express,Rural,No
ORD007388,PROD8724,CUST24880,2,Express,Rural,No
ORD003549,PROD6622,CUST47784,23,Same-Day,Rural,No
ORD011932,PROD8108,CUST74759,2,Standard,Rural,Yes
ORD012428,PROD3425,CUST73753,18,Express,Suburban,No
ORD003473,PROD1500,CUST27357,12,Standard,Rural,No
ORD007044,PROD6006,CUST36958,36,Same-Day,Suburban,No
ORD006562,PROD3243,CUST74876,8,Standard,Rural,No
ORD003269,PROD4695,CUST70234,35,Express,Urban,No
ORD009777,PROD7233,CUST23725,6,Standard,Urban,No
ORD011030,PROD8266,CUST48491,28,Express,Rural,No
ORD003619,PROD1076,CUST81083,26,Same-Day,Suburban,No
ORD000099,PROD9085,CUST68265,10,Standard,Urban,Yes
ORD012804,PROD3017,CUST25860,26,Express,Urban,No
ORD008673,PROD9349,CUST95205,2,Standard,Urban,No
ORD000847,PROD6091,CUST59968,10,Standard,Suburban,No
ORD007886,PROD7336,CUST15468,41,Standard,Rural,No
ORD013137,PROD1211,CUST90639,30,Standard,Suburban,No
ORD003277,PROD5278,CUST95444,10,Express,Rural,Yes
ORD011144,PROD5529,CUST96692,20,Same-Day,Urban,No
ORD004044,PROD4154,CUST10573,3,Same-Day,Urban,No
ORD004346,PROD8028,CUST19403,49,Express,Urban,No
ORD014268,PROD4207,CUST40979,42,Same-Day,Rural,No
ORD008510,PROD8516,CUST70972,23,Same-Day,Suburban,No
ORD005251,PROD6886,CUST46990,38,Express,Suburban,No
ORD003487,PROD7333,CUST67461,44,Same-Day,Suburban,No
ORD000931,PROD4727,CUST72226,30,Same-Day,Urban,No
ORD006264,PROD9698,CUST45936,18,Same-Day,Rural,No
ORD013782,PROD3490,CUST33633,29,Standard,Urban,No
ORD013943,PROD4064,CUST81544,39,Same-Day,Urban,No
ORD008111,PROD5654,CUST91146,8,Express,Urban,Yes
ORD013664,PROD4893,CUST52507,45,Standard,Rural,Yes
ORD007909,PROD4425,CUST51492,34,Same-Day,Rural,No
ORD004294,PROD3725,CUST99684,35,Same-Day,Urban,No
ORD004709,PROD9576,CUST92579,1,Same-Day,Suburban,Yes
ORD001628,PROD6776,CUST47164,4,Standard,Urban,No
ORD002716,PROD3221,CUST69906,24,Express,Suburban,No
ORD006675,PROD6918,CUST81425,24,Standard,Rural,No
ORD008687,PROD8462,CUST70069,14,Express,Rural,No
ORD007836,PROD5110,CUST63524,44,Same-Day,Suburban,No
ORD007154,PROD6198,CUST65294,10,Express,Suburban,No
ORD012559,PROD6384,CUST17473,15,Same-Day,Rural,No
ORD012424,PROD5225,CUST26866,14,Same-Day,Urban,No
ORD010753,PROD2995,CUST50704,12,Express,Suburban,No
ORD010168,PROD6921,CUST23202,22,Same-Day,Urban,No
ORD013357,PROD7347,CUST97098,40,Express,Suburban,No
ORD004724,PROD1172,CUST12457,10,Standard,Rural,No
ORD006347,PROD1361,CUST16089,47,Same-Day,Urban,No
ORD013942,PROD4083,CUST62554,27,Standard,Suburban,No
ORD006596,PROD2943,CUST60015,17,Same-Day,Suburban,No
ORD006210,PROD9015,CUST83179,12,Same-Day,Rural,No
ORD004551,PROD3863,CUST71338,21,Express,Suburban,No
ORD007665,PROD2945,CUST30165,14,Express,Urban,Yes
ORD004261,PROD3276,CUST27004,13,Standard,Urban,Yes
ORD011624,PROD8758,CUST18480,27,Standard,Rural,No
ORD007488,PROD2669,CUST34142,24,Standard,Rural,No
ORD013081,PROD5525,CUST64523,3,Same-Day,Suburban,No
ORD003040,PROD8417,CUST72943,34,Same-Day,Rural,Yes
ORD003176,PROD6878,CUST70370,48,Same-Day,Urban,No
ORD012684,PROD3486,CUST59538,37,Same-Day,Suburban,No
ORD009303,PROD2946,CUST83057,47,Standard,Suburban,No
ORD004344,PROD1711,CUST30719,40,Same-Day,Rural,No
ORD004138,PROD5762,CUST50926,44,Express,Rural,No
ORD006957,PROD9605,CUST73630,2,Same-Day,Urban,No
ORD008617,PROD6891,CUST19224,3,Same-Day,Suburban,No
ORD012808,PROD4417,CUST46642,33,Standard,Rural,No
ORD004282,PROD3641,CUST25342,30,Same-Day,Urban,No
ORD003724,PROD2229,CUST77343,9,Standard,Suburban,No
ORD002458,PROD8933,CUST86040,20,Express,Rural,No
ORD012675,PROD7053,CUST74751,20,Same-Day,Suburban,Yes
ORD001566,PROD9945,CUST97294,7,Standard,Rural,No
ORD013985,PROD6135,CUST76846,6,Express,Suburban,No
ORD008982,PROD2946,CUST56187,17,Standard,Rural,No
ORD006649,PROD9800,CUST61717,44,Standard,Rural,No
ORD007065,PROD3980,CUST20168,30,Same-Day,Rural,No
ORD002480,PROD4290,CUST52133,33,Standard,Urban,No
ORD005426,PROD4425,CUST58315,46,Standard,Rural,No
ORD012256,PROD7390,CUST39750,29,Express,Rural,No
ORD002911,PROD3877,CUST37533,38,Same-Day,Suburban,No
ORD005048,PROD1187,CUST74999,10,Standard,Rural,No
ORD007905,PROD6947,CUST72823,5,Same-Day,Suburban,No
ORD011847,PROD9914,CUST95891,30,Same-Day,Rural,No
ORD009988,PROD3632,CUST52714,45,Same-Day,Rural,No
ORD002106,PROD2196,CUST83658,24,Express,Urban,No
ORD007416,PROD5388,CUST57803,29,Same-Day,Rural,No
ORD011232,PROD6192,CUST49297,41,Express,Urban,No
ORD014100,PROD8580,CUST75123,40,Express,Suburban,No
ORD002750,PROD8039,CUST25780,37,Same-Day,Rural,No
ORD008072,PROD6425,CUST97705,8,Standard,Suburban,No
ORD010216,PROD5384,CUST74741,17,Standard,Rural,No
ORD004236,PROD1760,CUST17002,32,Same-Day,Urban,No
ORD005645,PROD9322,CUST90152,22,Same-Day,Rural,No
ORD010784,PROD8601,CUST92094,12,Standard,Urban,No
ORD010546,PROD3401,CUST38218,31,Same-Day,Urban,No
ORD010161,PROD3323,CUST61861,44,Express,Rural,No
ORD009527,PROD5403,CUST44275,37,Express,Rural,Yes
ORD013216,PROD6922,CUST85335,9,Standard,Rural,No
ORD003231,PROD1530,CUST34976,13,Express,Urban,No
ORD003385,PROD2097,CUST41218,34,Express,Suburban,No
ORD010430,PROD5552,CUST42237,48,Standard,Urban,No
ORD007189,PROD8150,CUST59586,15,Standard,Suburban,No
ORD006057,PROD2742,CUST70787,46,Standard,Urban,Yes
ORD012388,PROD8877,CUST96863,15,Standard,Urban,No
ORD004394,PROD3262,CUST53234,45,Standard,Rural,No
ORD007131,PROD6453,CUST36464,49,Standard,Urban,No
ORD005618,PROD2593,CUST13218,41,Standard,Rural,No
ORD004925,PROD3126,CUST56332,9,Same-Day,Suburban,No
ORD013523,PROD1077,CUST86686,19,Same-Day,Rural,Yes
ORD012970,PROD7500,CUST42331,19,Same-Day,Suburban,No
ORD013425,PROD9494,CUST92489,44,Standard,Rural,No
ORD004203,PROD8613,CUST86424,22,Standard,Rural,No
ORD011584,PROD7169,CUST29747,17,Standard,Urban,No
ORD002215,PROD4331,CUST61875,19,Same-Day,Urban,No
ORD012426,PROD1585,CUST15818,18,Standard,Rural,No
ORD006902,PROD8577,CUST93294,38,Standard,Rural,No
ORD005489,PROD1917,CUST72340,25,Standard,Urban,No
ORD006895,PROD5389,CUST40180,32,Standard,Urban,No
ORD003817,PROD2291,CUST41723,21,Express,Suburban,No
ORD004775,PROD3492,CUST42795,30,Standard,Suburban,No
ORD010162,PROD5627,CUST91782,27,Same-Day,Suburban,No
ORD009143,PROD7382,CUST56988,35,Standard,Urban,No
ORD010902,PROD8004,CUST48166,46,Express,Rural,No
ORD012074,PROD2521,CUST13477,19,Same-Day,Rural,Yes
ORD008886,PROD4110,CUST60954,32,Same-Day,Suburban,No
ORD006006,PROD7391,CUST15017,46,Same-Day,Suburban,No
ORD006688,PROD7672,CUST50305,21,Same-Day,Rural,No
ORD005000,PROD1003,CUST15173,27,Standard,Rural,No
ORD001100,PROD4538,CUST29580,25,Standard,Urban,No
ORD011683,PROD3318,CUST66393,35,Same-Day,Urban,Yes
ORD001266,PROD4349,CUST81428,17,Express,Suburban,No
ORD005367,PROD5146,CUST56071,7,Same-Day,Urban,No
ORD004569,PROD5413,CUST13610,28,Express,Rural,No
ORD004264,PROD4768,CUST26533,41,Same-Day,Rural,No
ORD001659,PROD5566,CUST35473,37,Standard,Rural,No
ORD007078,PROD7570,CUST77467,4,Express,Suburban,No
ORD014432,PROD3612,CUST16935,15,Standard,Suburban,No
ORD008250,PROD5278,CUST98295,1,Same-Day,Rural,No
ORD011649,PROD2334,CUST58482,29,Same-Day,Suburban,No
ORD011103,PROD7944,CUST77912,35,Express,Rural,No
ORD009867,PROD2541,CUST88302,21,Same-Day,Urban,No
ORD005664,PROD4411,CUST56133,24,Express,Urban,No
ORD010970,PROD5971,CUST99957,49,Standard,Suburban,No
ORD009293,PROD1659,CUST45913,30,Same-Day,Rural,No
ORD013224,PROD9292,CUST75016,13,Standard,Rural,No
ORD006768,PROD8374,CUST82708,47,Standard,Rural,No
ORD002250,PROD5285,CUST77274,32,Express,Rural,No
ORD000220,PROD8260,CUST18371,41,Express,Rural,No
ORD012119,PROD6977,CUST26278,48,Express,Urban,No
ORD000399,PROD7311,CUST27146,34,Express,Suburban,Yes
ORD006215,PROD1237,CUST49295,6,Same-Day,Suburban,No
ORD009239,PROD1580,CUST78982,7,Same-Day,Suburban,Yes
ORD006101,PROD4377,CUST50314,3,Express,Rural,No
ORD006781,PROD6119,CUST84637,23,Standard,Urban,No
ORD001835,PROD4189,CUST71624,25,Standard,Rural,No
ORD008048,PROD3385,CUST68351,23,Standard,Suburban,Yes
ORD009494,PROD5430,CUST65767,26,Standard,Suburban,No
ORD011379,PROD4328,CUST38419,20,Express,Suburban,No
ORD005715,PROD1013,CUST84969,45,Standard,Urban,No
ORD003859,PROD1750,CUST56207,10,Express,Rural,No
ORD003084,PROD8570,CUST79738,34,Same-Day,Urban,No
ORD010445,PROD8802,CUST87120,48,Standard,Rural,No
ORD000205,PROD7596,CUST33464,21,Standard,Suburban,No
ORD012179,PROD8510,CUST34955,15,Express,Rural,No
ORD002456,PROD7899,CUST12933,6,Same-Day,Rural,No
ORD011439,PROD4416,CUST20513,47,Same-Day,Suburban,No
ORD012593,PROD4797,CUST37316,19,Express,Rural,Yes
ORD009563,PROD1193,CUST53455,17,Express,Rural,No
ORD012547,PROD1157,CUST18387,7,Express,Suburban,No
ORD004402,PROD7562,CUST16592,37,Express,Suburban,No
ORD014065,PROD3099,CUST69687,9,Standard,Urban,No
ORD002991,PROD7033,CUST34070,44,Express,Suburban,No
ORD008801,PROD7036,CUST61047,41,Express,Rural,No
ORD005984,PROD7298,CUST55099,16,Same-Day,Urban,No
ORD001171,PROD7532,CUST83786,30,Standard,Rural,No
ORD004002,PROD9529,CUST28095,36,Express,Suburban,No
ORD008907,PROD3389,CUST82426,33,Standard,Suburban,No
ORD014764,PROD4370,CUST66793,11,Same-Day,Urban,No
ORD008595,PROD3845,CUST45401,47,Same-Day,Urban,No
ORD005002,PROD5660,CUST23999,33,Standard,Suburban,No
