order_id,product_id,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%)
ORD006176,PROD1890,Clothing,Festival,Monday,No,8
ORD007496,PROD3572,Groceries,Festival,Monday,No,33
ORD010326,PROD2137,Pharmaceuticals,Off-Peak,Monday,Yes,19
ORD011544,PROD7519,Electronics,Off-Peak,Monday,No,40
ORD007169,PROD5321,Pharmaceuticals,Off-Peak,Monday,No,4
ORD009846,PROD6593,Groceries,Normal,Monday,Yes,16
ORD000708,PROD8690,Clothing,Normal,Monday,No,38
ORD011927,PROD1601,Pharmaceuticals,Festival,Monday,No,34
ORD009379,PROD6956,Groceries,Festival,Monday,No,20
ORD005431,PROD8924,Groceries,Off-Peak,Monday,No,33
ORD007071,PROD4747,Electronics,Off-Peak,Monday,Yes,9
ORD013144,PROD5354,Pharmaceuticals,Normal,Monday,No,37
ORD010282,PROD6268,Groceries,Festival,Monday,No,11
ORD002367,PROD6152,Furniture,Normal,Monday,No,29
ORD005555,PROD6460,Clothing,Festival,Monday,No,33
ORD014535,PROD1562,Clothing,Normal,Monday,No,12
ORD007987,PROD2567,Electronics,Normal,Monday,No,8
ORD000791,PROD4750,Electronics,Off-Peak,Monday,No,28
ORD013355,PROD2542,Electronics,Festival,Monday,No,10
ORD008785,PROD6918,Clothing,Festival,Monday,No,47
ORD002585,PROD7636,Groceries,Off-Peak,Monday,Yes,20
ORD004524,PROD2964,Pharmaceuticals,Off-Peak,Monday,No,1
ORD005853,PROD2900,Furniture,Festival,Monday,No,36
ORD006963,PROD6134,Electronics,Festival,Monday,No,39
ORD014361,PROD2067,Clothing,Peak,Monday,No,31
ORD014528,PROD5020,Furniture,Festival,Monday,No,28
ORD006026,PROD1268,Groceries,Festival,Monday,No,33
ORD010644,PROD8078,Clothing,Off-Peak,Monday,No,16
ORD004758,PROD5664,Furniture,Festival,Monday,No,0
ORD009562,PROD3249,Pharmaceuticals,Normal,Monday,No,39
ORD002090,PROD9361,Groceries,Off-Peak,Monday,No,43
ORD003238,PROD6425,Clothing,Off-Peak,Monday,No,35
ORD006677,PROD1665,Clothing,Festival,Monday,No,26
ORD006888,PROD3958,Electronics,Normal,Monday,No,16
ORD007114,PROD5068,Clothing,Off-Peak,Monday,Yes,13
ORD006139,PROD6966,Electronics,Normal,Monday,No,22
ORD013010,PROD5844,Groceries,Peak,Monday,Yes,43
ORD005631,PROD6320,Electronics,Peak,Monday,No,6
ORD002402,PROD2404,Furniture,Normal,Monday,No,33
ORD013876,PROD5614,Electronics,Peak,Monday,No,30
ORD000609,PROD6590,Furniture,Peak,Monday,No,28
ORD009727,PROD2294,Electronics,Peak,Monday,No,18
ORD003923,PROD8870,Furniture,Normal,Monday,No,31
ORD012742,PROD8675,Clothing,Festival,Monday,No,46
ORD005877,PROD2595,Pharmaceuticals,Peak,Monday,No,17
ORD002855,PROD2847,Furniture,Off-Peak,Monday,No,46
ORD012889,PROD7613,Groceries,Normal,Monday,No,38
ORD014439,PROD9214,Pharmaceuticals,Festival,Monday,No,24
ORD011536,PROD4532,Furniture,Off-Peak,Monday,No,20
ORD003438,PROD7828,Furniture,Peak,Monday,No,23
ORD010661,PROD6283,Pharmaceuticals,Festival,Monday,No,32
ORD003154,PROD4588,Furniture,Off-Peak,Monday,No,10
ORD000994,PROD6772,Groceries,Peak,Monday,No,12
ORD007247,PROD2516,Groceries,Off-Peak,Monday,No,45
ORD012143,PROD7050,Electronics,Off-Peak,Monday,No,4
ORD005183,PROD3572,Groceries,Peak,Monday,No,2
ORD007363,PROD1227,Clothing,Off-Peak,Monday,No,49
ORD005066,PROD4638,Furniture,Festival,Monday,No,0
ORD014782,PROD7440,Clothing,Normal,Monday,No,37
ORD012673,PROD5522,Clothing,Normal,Monday,No,30
ORD009393,PROD8734,Groceries,Festival,Monday,No,46
ORD013388,PROD2564,Furniture,Peak,Monday,No,32
ORD014223,PROD8842,Clothing,Festival,Monday,No,21
ORD010485,PROD1870,Groceries,Off-Peak,Monday,No,2
ORD002189,PROD1768,Furniture,Off-Peak,Monday,No,10
ORD006374,PROD3634,Electronics,Peak,Monday,Yes,40
ORD002033,PROD1111,Furniture,Normal,Monday,Yes,0
ORD006136,PROD3617,Furniture,Off-Peak,Monday,No,5
ORD000913,PROD7717,Groceries,Off-Peak,Monday,No,4
ORD010789,PROD5643,Pharmaceuticals,Off-Peak,Monday,No,1
ORD012021,PROD4024,Clothing,Festival,Monday,No,29
ORD010524,PROD8011,Groceries,Peak,Monday,No,9
ORD002831,PROD3293,Furniture,Festival,Monday,No,3
ORD008218,PROD7264,Electronics,Off-Peak,Monday,No,34
ORD012180,PROD1665,Electronics,Peak,Monday,Yes,47
ORD011393,PROD2423,Pharmaceuticals,Peak,Monday,No,46
ORD014203,PROD7562,Clothing,Normal,Monday,Yes,38
ORD002785,PROD6005,Furniture,Normal,Monday,No,40
ORD014377,PROD4321,Furniture,Off-Peak,Monday,No,13
ORD009983,PROD6722,Pharmaceuticals,Normal,Monday,Yes,19
ORD009270,PROD4704,Pharmaceuticals,Off-Peak,Monday,No,1
ORD010098,PROD7134,Electronics,Normal,Monday,No,46
ORD007213,PROD7822,Furniture,Festival,Monday,No,26
ORD007204,PROD5654,Groceries,Peak,Monday,No,47
ORD003670,PROD1796,Furniture,Festival,Monday,No,19
ORD002094,PROD3161,Groceries,Off-Peak,Monday,No,20
ORD014562,PROD3666,Clothing,Normal,Monday,No,11
ORD008362,PROD8302,Electronics,Festival,Monday,No,9
ORD002219,PROD7079,Groceries,Normal,Monday,No,2
ORD013569,PROD5693,Clothing,Normal,Monday,No,18
ORD014039,PROD1979,Pharmaceuticals,Off-Peak,Monday,No,43
ORD006894,PROD8656,Furniture,Off-Peak,Monday,No,27
ORD011995,PROD1467,Groceries,Normal,Monday,No,12
ORD002236,PROD4113,Furniture,Normal,Monday,No,44
ORD010998,PROD2507,Clothing,Festival,Monday,No,31
ORD010725,PROD4359,Pharmaceuticals,Peak,Monday,No,18
ORD000690,PROD4180,Electronics,Off-Peak,Monday,No,37
ORD004844,PROD3742,Furniture,Peak,Monday,No,13
ORD000963,PROD5183,Furniture,Off-Peak,Monday,No,25
ORD009780,PROD7086,Clothing,Peak,Monday,No,45
ORD006968,PROD4571,Furniture,Festival,Monday,No,8
ORD004694,PROD1468,Clothing,Off-Peak,Monday,No,41
ORD002307,PROD8993,Pharmaceuticals,Festival,Monday,No,17
ORD001630,PROD5498,Electronics,Normal,Monday,No,6
ORD003346,PROD5400,Electronics,Off-Peak,Monday,Yes,17
ORD013925,PROD4048,Clothing,Peak,Monday,No,33
ORD011985,PROD7572,Groceries,Normal,Monday,No,24
ORD010881,PROD4334,Clothing,Off-Peak,Monday,No,35
ORD009600,PROD9923,Pharmaceuticals,Peak,Monday,No,7
ORD002436,PROD1202,Electronics,Normal,Monday,Yes,37
ORD008632,PROD5918,Clothing,Festival,Monday,No,42
ORD000244,PROD4111,Pharmaceuticals,Peak,Monday,Yes,9
ORD012343,PROD1372,Pharmaceuticals,Festival,Monday,No,7
ORD005218,PROD4314,Groceries,Festival,Monday,No,28
ORD008311,PROD8397,Clothing,Normal,Monday,No,43
ORD011028,PROD6848,Clothing,Festival,Monday,Yes,22
ORD013848,PROD5470,Electronics,Normal,Monday,No,47
ORD014151,PROD8276,Furniture,Peak,Monday,No,40
ORD011126,PROD3036,Furniture,Off-Peak,Monday,No,19
ORD009406,PROD3134,Pharmaceuticals,Off-Peak,Monday,Yes,18
ORD001396,PROD5655,Electronics,Normal,Monday,No,36
ORD006558,PROD9755,Groceries,Off-Peak,Monday,No,17
ORD006721,PROD7557,Electronics,Peak,Monday,No,10
ORD010811,PROD7399,Electronics,Normal,Monday,No,44
ORD004864,PROD9787,Pharmaceuticals,Normal,Monday,No,14
ORD010815,PROD3480,Groceries,Normal,Monday,Yes,3
ORD006603,PROD4438,Clothing,Festival,Monday,No,19
ORD002676,PROD2871,Furniture,Peak,Monday,No,49
ORD001646,PROD7272,Furniture,Peak,Monday,No,12
ORD001113,PROD3159,Furniture,Peak,Monday,Yes,47
ORD001497,PROD6221,Groceries,Festival,Monday,Yes,8
ORD011339,PROD7292,Groceries,Peak,Monday,No,2
ORD013072,PROD7410,Furniture,Festival,Monday,No,47
ORD001272,PROD6375,Furniture,Off-Peak,Monday,No,49
ORD013713,PROD4188,Pharmaceuticals,Off-Peak,Monday,No,37
ORD002725,PROD5055,Groceries,Peak,Monday,No,12
ORD011825,PROD1498,Clothing,Off-Peak,Monday,No,45
ORD000782,PROD9090,Electronics,Festival,Monday,No,29
ORD001294,PROD7843,Clothing,Peak,Monday,Yes,46
ORD011219,PROD2266,Pharmaceuticals,Peak,Monday,No,6
ORD001311,PROD7484,Groceries,Normal,Monday,Yes,33
ORD012646,PROD1387,Pharmaceuticals,Festival,Monday,No,17
ORD014858,PROD1051,Furniture,Normal,Monday,No,44
ORD007489,PROD1687,Electronics,Festival,Monday,No,43
ORD000930,PROD5708,Electronics,Peak,Monday,No,48
ORD009367,PROD4791,Electronics,Normal,Monday,No,2
ORD009830,PROD7260,Pharmaceuticals,Peak,Monday,Yes,7
ORD002122,PROD7266,Electronics,Peak,Monday,No,23
ORD004023,PROD6668,Clothing,Festival,Monday,No,22
ORD013319,PROD5128,Electronics,Off-Peak,Monday,No,12
ORD014138,PROD4346,Pharmaceuticals,Off-Peak,Monday,Yes,21
ORD013858,PROD4270,Furniture,Off-Peak,Monday,No,25
ORD011298,PROD4955,Pharmaceuticals,Festival,Monday,Yes,35
ORD000678,PROD4155,Clothing,Peak,Monday,No,22
ORD005872,PROD8353,Pharmaceuticals,Normal,Monday,No,10
ORD008800,PROD5072,Clothing,Off-Peak,Monday,No,30
ORD008581,PROD9543,Groceries,Normal,Monday,No,38
ORD003837,PROD4389,Electronics,Normal,Monday,No,40
ORD005144,PROD9631,Pharmaceuticals,Festival,Monday,No,35
ORD005031,PROD2264,Clothing,Off-Peak,Monday,Yes,15
ORD009119,PROD5476,Electronics,Festival,Monday,No,32
ORD007070,PROD1376,Electronics,Normal,Monday,Yes,31
ORD008942,PROD5626,Electronics,Festival,Monday,No,8
ORD011590,PROD5563,Pharmaceuticals,Peak,Monday,No,36
ORD003065,PROD5984,Pharmaceuticals,Off-Peak,Monday,No,37
ORD003968,PROD4218,Groceries,Normal,Monday,No,9
ORD000365,PROD1634,Furniture,Normal,Monday,No,2
ORD014270,PROD5265,Groceries,Off-Peak,Monday,No,45
ORD007984,PROD4878,Groceries,Normal,Monday,No,35
ORD013097,PROD8718,Furniture,Normal,Monday,No,42
ORD011852,PROD6185,Groceries,Normal,Monday,No,1
ORD006443,PROD9385,Furniture,Normal,Monday,Yes,1
ORD014577,PROD7172,Pharmaceuticals,Normal,Monday,No,32
ORD008065,PROD4282,Furniture,Off-Peak,Monday,No,25
ORD000867,PROD4122,Clothing,Normal,Monday,No,22
ORD010616,PROD8976,Furniture,Normal,Monday,No,21
ORD001477,PROD8361,Clothing,Peak,Monday,No,43
ORD001852,PROD9341,Groceries,Normal,Tuesday,No,18
ORD008598,PROD4871,Groceries,Off-Peak,Tuesday,No,6
ORD014184,PROD3160,Electronics,Off-Peak,Tuesday,No,9
ORD010878,PROD2409,Groceries,Festival,Tuesday,No,38
ORD002893,PROD9377,Pharmaceuticals,Off-Peak,Tuesday,No,29
ORD003991,PROD3518,Electronics,Off-Peak,Tuesday,No,42
ORD000489,PROD5050,Pharmaceuticals,Normal,Tuesday,Yes,23
ORD010711,PROD1890,Furniture,Normal,Tuesday,Yes,14
ORD008211,PROD8660,Electronics,Normal,Tuesday,No,17
ORD008552,PROD7136,Furniture,Normal,Tuesday,No,37
ORD014265,PROD4302,Furniture,Festival,Tuesday,No,0
ORD012362,PROD5014,Clothing,Off-Peak,Tuesday,No,32
ORD012842,PROD7226,Clothing,Off-Peak,Tuesday,No,12
ORD004638,PROD8598,Clothing,Off-Peak,Tuesday,No,48
ORD012526,PROD4728,Furniture,Peak,Tuesday,No,12
ORD007099,PROD3133,Groceries,Festival,Tuesday,No,25
ORD000856,PROD9165,Pharmaceuticals,Festival,Tuesday,Yes,12
ORD010002,PROD9182,Pharmaceuticals,Normal,Tuesday,No,4
ORD010184,PROD3945,Electronics,Off-Peak,Tuesday,No,12
ORD013738,PROD8257,Furniture,Peak,Tuesday,No,41
ORD012076,PROD7292,Clothing,Peak,Tuesday,No,46
ORD002882,PROD7806,Electronics,Off-Peak,Tuesday,No,44
ORD002430,PROD1430,Clothing,Off-Peak,Tuesday,No,4
ORD006226,PROD1656,Groceries,Festival,Tuesday,No,32
ORD013431,PROD6527,Groceries,Peak,Tuesday,No,19
ORD004732,PROD1136,Clothing,Festival,Tuesday,Yes,39
ORD013278,PROD8066,Electronics,Peak,Tuesday,No,1
ORD008817,PROD2333,Furniture,Festival,Tuesday,Yes,37
ORD005176,PROD1651,Furniture,Festival,Tuesday,No,33
ORD012536,PROD8836,Pharmaceuticals,Normal,Tuesday,No,49
ORD013436,PROD2906,Groceries,Festival,Tuesday,No,17
ORD010213,PROD4600,Furniture,Normal,Tuesday,No,44
ORD000912,PROD3361,Clothing,Peak,Tuesday,No,8
ORD005571,PROD8227,Electronics,Normal,Tuesday,No,36
ORD000785,PROD1653,Clothing,Festival,Tuesday,No,12
ORD011785,PROD8235,Pharmaceuticals,Festival,Tuesday,No,26
ORD002178,PROD5944,Groceries,Off-Peak,Tuesday,Yes,12
ORD013403,PROD3978,Furniture,Peak,Tuesday,Yes,4
ORD002545,PROD9199,Electronics,Normal,Tuesday,No,11
ORD006280,PROD8624,Electronics,Normal,Tuesday,No,25
ORD007093,PROD4328,Furniture,Peak,Tuesday,No,20
ORD014256,PROD3494,Groceries,Festival,Tuesday,No,34
ORD003456,PROD1474,Furniture,Off-Peak,Tuesday,No,17
ORD013041,PROD3713,Electronics,Festival,Tuesday,No,14
ORD008092,PROD4363,Groceries,Festival,Tuesday,Yes,31
ORD007915,PROD9197,Furniture,Off-Peak,Tuesday,No,25
ORD004541,PROD3101,Pharmaceuticals,Normal,Tuesday,No,41
ORD010612,PROD9571,Electronics,Peak,Tuesday,No,20
ORD001639,PROD8179,Clothing,Festival,Tuesday,No,5
ORD011093,PROD1448,Electronics,Off-Peak,Tuesday,No,11
ORD008829,PROD3094,Furniture,Normal,Tuesday,No,31
ORD010651,PROD5075,Groceries,Peak,Tuesday,No,49
ORD012851,PROD5926,Electronics,Festival,Tuesday,No,21
ORD013812,PROD2392,Pharmaceuticals,Normal,Tuesday,No,29
ORD006764,PROD1517,Furniture,Festival,Tuesday,No,38
ORD005273,PROD4351,Pharmaceuticals,Normal,Tuesday,No,39
ORD007877,PROD2329,Groceries,Off-Peak,Tuesday,No,35
ORD011750,PROD4546,Groceries,Off-Peak,Tuesday,No,48
ORD006992,PROD6049,Groceries,Peak,Tuesday,No,47
ORD002735,PROD7600,Electronics,Festival,Tuesday,No,27
ORD008523,PROD3809,Furniture,Festival,Tuesday,No,13
ORD003292,PROD8113,Clothing,Festival,Tuesday,No,14
ORD002685,PROD7965,Pharmaceuticals,Festival,Tuesday,No,49
ORD002470,PROD7483,Pharmaceuticals,Off-Peak,Tuesday,No,43
ORD008124,PROD1343,Pharmaceuticals,Peak,Tuesday,No,0
ORD009279,PROD5415,Furniture,Normal,Tuesday,Yes,3
ORD001020,PROD8894,Electronics,Peak,Tuesday,Yes,30
ORD005802,PROD5827,Groceries,Normal,Tuesday,No,3
ORD003920,PROD6281,Electronics,Peak,Tuesday,No,15
ORD010107,PROD7444,Groceries,Peak,Tuesday,No,21
ORD013649,PROD7245,Pharmaceuticals,Normal,Tuesday,No,21
ORD004795,PROD9165,Groceries,Peak,Tuesday,No,46
ORD003222,PROD4657,Groceries,Normal,Tuesday,Yes,10
ORD002396,PROD4737,Pharmaceuticals,Peak,Tuesday,Yes,5
ORD011623,PROD7605,Furniture,Off-Peak,Tuesday,No,28
ORD009411,PROD7088,Furniture,Peak,Tuesday,No,4
ORD000116,PROD6573,Furniture,Normal,Tuesday,Yes,15
ORD013293,PROD8794,Electronics,Festival,Tuesday,Yes,43
ORD013068,PROD3355,Clothing,Festival,Tuesday,Yes,19
ORD010547,PROD2538,Clothing,Peak,Tuesday,No,15
ORD009037,PROD3110,Clothing,Peak,Tuesday,No,45
ORD008041,PROD3091,Groceries,Peak,Tuesday,Yes,15
ORD014500,PROD5977,Groceries,Normal,Tuesday,No,27
ORD007502,PROD3527,Furniture,Off-Peak,Tuesday,No,43
ORD006779,PROD8056,Pharmaceuticals,Peak,Tuesday,Yes,31
ORD005695,PROD5775,Pharmaceuticals,Normal,Tuesday,No,48
ORD014558,PROD9046,Groceries,Normal,Tuesday,No,19
ORD004582,PROD8384,Groceries,Off-Peak,Tuesday,No,11
ORD011043,PROD7731,Groceries,Festival,Tuesday,No,25
ORD008249,PROD9898,Pharmaceuticals,Normal,Tuesday,No,41
ORD009978,PROD8021,Pharmaceuticals,Peak,Tuesday,No,12
ORD002886,PROD9791,Electronics,Festival,Tuesday,No,48
ORD003620,PROD1618,Pharmaceuticals,Festival,Tuesday,No,7
ORD009533,PROD8109,Electronics,Peak,Tuesday,No,13
ORD002529,PROD1725,Pharmaceuticals,Festival,Tuesday,No,9
ORD013929,PROD8250,Furniture,Peak,Tuesday,No,47
ORD004385,PROD7770,Clothing,Normal,Tuesday,No,49
ORD000446,PROD2530,Pharmaceuticals,Peak,Tuesday,No,8
ORD011712,PROD6423,Pharmaceuticals,Festival,Tuesday,No,8
ORD014372,PROD1721,Electronics,Off-Peak,Tuesday,No,43
ORD004070,PROD3916,Clothing,Off-Peak,Tuesday,No,20
ORD010156,PROD2694,Groceries,Peak,Tuesday,No,1
ORD003290,PROD8066,Pharmaceuticals,Normal,Tuesday,No,44
ORD001003,PROD1546,Furniture,Off-Peak,Tuesday,No,40
ORD009684,PROD7301,Furniture,Off-Peak,Tuesday,No,7
ORD012648,PROD8004,Pharmaceuticals,Peak,Tuesday,No,25
ORD011695,PROD3690,Clothing,Peak,Tuesday,No,31
ORD007801,PROD8615,Furniture,Normal,Tuesday,No,26
ORD013824,PROD2361,Pharmaceuticals,Normal,Tuesday,No,35
ORD001723,PROD9238,Electronics,Normal,Tuesday,No,39
ORD003764,PROD3171,Clothing,Festival,Tuesday,No,27
ORD014110,PROD8761,Pharmaceuticals,Peak,Tuesday,No,16
ORD001710,PROD7708,Furniture,Festival,Tuesday,Yes,4
ORD000202,PROD1887,Electronics,Peak,Tuesday,No,12
ORD009784,PROD2776,Furniture,Festival,Tuesday,No,0
ORD014749,PROD7944,Groceries,Off-Peak,Tuesday,Yes,17
ORD005878,PROD9704,Pharmaceuticals,Off-Peak,Tuesday,No,26
ORD003112,PROD9128,Electronics,Normal,Tuesday,Yes,17
ORD003566,PROD4641,Electronics,Normal,Tuesday,No,30
ORD012723,PROD9392,Electronics,Off-Peak,Tuesday,No,42
ORD000831,PROD9494,Electronics,Normal,Tuesday,No,4
ORD005244,PROD4026,Electronics,Festival,Tuesday,No,14
ORD000097,PROD3266,Electronics,Off-Peak,Tuesday,Yes,43
ORD009542,PROD3885,Clothing,Off-Peak,Tuesday,No,36
ORD004626,PROD4259,Groceries,Normal,Tuesday,No,34
ORD002221,PROD9775,Furniture,Festival,Tuesday,No,32
ORD014753,PROD4112,Clothing,Normal,Tuesday,No,35
ORD007507,PROD4307,Groceries,Normal,Tuesday,Yes,19
ORD002604,PROD6340,Electronics,Festival,Tuesday,Yes,14
ORD014242,PROD1657,Pharmaceuticals,Off-Peak,Tuesday,No,17
ORD014067,PROD8758,Groceries,Peak,Tuesday,No,7
ORD014305,PROD7366,Groceries,Peak,Tuesday,No,5
ORD000535,PROD8140,Furniture,Normal,Tuesday,No,11
ORD006949,PROD2479,Groceries,Festival,Tuesday,No,9
ORD006724,PROD7626,Groceries,Off-Peak,Tuesday,Yes,26
ORD006233,PROD8852,Clothing,Peak,Tuesday,No,26
ORD006308,PROD9629,Clothing,Peak,Tuesday,No,16
ORD003782,PROD2037,Pharmaceuticals,Festival,Tuesday,No,29
ORD010309,PROD6355,Groceries,Festival,Tuesday,No,47
ORD005023,PROD7014,Groceries,Peak,Tuesday,No,20
ORD002620,PROD2388,Groceries,Festival,Tuesday,No,47
ORD011467,PROD5053,Clothing,Festival,Tuesday,No,41
ORD002790,PROD1017,Clothing,Off-Peak,Tuesday,Yes,44
ORD014549,PROD3969,Clothing,Festival,Tuesday,No,25
ORD014676,PROD6926,Furniture,Peak,Tuesday,No,1
ORD005421,PROD6393,Electronics,Festival,Tuesday,Yes,19
ORD007807,PROD4829,Electronics,Normal,Tuesday,No,37
ORD004108,PROD3360,Pharmaceuticals,Peak,Tuesday,No,18
ORD008890,PROD6980,Furniture,Peak,Tuesday,No,35
ORD011193,PROD6350,Groceries,Festival,Tuesday,No,43
ORD008844,PROD2465,Furniture,Festival,Tuesday,Yes,44
ORD008672,PROD6711,Furniture,Normal,Tuesday,No,3
ORD005430,PROD2436,Clothing,Festival,Tuesday,No,45
ORD008603,PROD6103,Clothing,Festival,Tuesday,No,13
ORD012938,PROD3336,Furniture,Normal,Tuesday,No,15
ORD008455,PROD1564,Furniture,Normal,Tuesday,No,27
ORD004686,PROD4757,Groceries,Peak,Wednesday,No,24
ORD006526,PROD1287,Electronics,Normal,Wednesday,No,44
ORD006181,PROD3917,Groceries,Off-Peak,Wednesday,Yes,7
ORD005166,PROD2631,Groceries,Off-Peak,Wednesday,No,20
ORD014241,PROD2113,Furniture,Peak,Wednesday,No,33
ORD013826,PROD9105,Pharmaceuticals,Normal,Wednesday,No,26
ORD004312,PROD5333,Groceries,Peak,Wednesday,No,2
ORD011316,PROD2372,Pharmaceuticals,Off-Peak,Wednesday,No,33
ORD000658,PROD1282,Clothing,Off-Peak,Wednesday,No,13
ORD003706,PROD7713,Furniture,Off-Peak,Wednesday,No,18
ORD011668,PROD8982,Pharmaceuticals,Off-Peak,Wednesday,No,12
ORD003756,PROD7557,Groceries,Normal,Wednesday,No,9
ORD005305,PROD8201,Groceries,Normal,Wednesday,No,34
ORD000815,PROD7561,Clothing,Normal,Wednesday,No,34
ORD008718,PROD1105,Clothing,Peak,Wednesday,Yes,11
ORD013371,PROD2486,Furniture,Festival,Wednesday,No,16
ORD006244,PROD5846,Pharmaceuticals,Festival,Wednesday,No,3
ORD007472,PROD2977,Furniture,Festival,Wednesday,No,22
ORD014195,PROD6903,Groceries,Normal,Wednesday,No,16
ORD003132,PROD5583,Groceries,Peak,Wednesday,No,49
ORD009586,PROD3672,Clothing,Peak,Wednesday,No,47
ORD005717,PROD2797,Clothing,Peak,Wednesday,No,0
ORD011801,PROD3932,Electronics,Peak,Wednesday,No,33
ORD001043,PROD8724,Groceries,Normal,Wednesday,No,47
ORD006307,PROD9215,Pharmaceuticals,Normal,Wednesday,Yes,4
ORD005412,PROD7208,Groceries,Normal,Wednesday,No,9
ORD014818,PROD4356,Groceries,Festival,Wednesday,No,42
ORD008077,PROD3658,Electronics,Peak,Wednesday,No,30
ORD006567,PROD7750,Pharmaceuticals,Normal,Wednesday,No,2
ORD001821,PROD8710,Electronics,Peak,Wednesday,No,3
ORD008850,PROD7283,Furniture,Peak,Wednesday,Yes,37
ORD004332,PROD9706,Electronics,Normal,Wednesday,Yes,13
ORD012691,PROD6371,Groceries,Peak,Wednesday,No,2
ORD013142,PROD4627,Furniture,Off-Peak,Wednesday,Yes,8
ORD005816,PROD2351,Groceries,Off-Peak,Wednesday,Yes,26
ORD004144,PROD6420,Furniture,Peak,Wednesday,Yes,5
ORD008400,PROD2253,Electronics,Normal,Wednesday,No,5
ORD012738,PROD9712,Electronics,Peak,Wednesday,Yes,45
ORD012838,PROD2834,Clothing,Peak,Wednesday,No,0
ORD014418,PROD5148,Clothing,Off-Peak,Wednesday,No,48
ORD002738,PROD7046,Pharmaceuticals,Peak,Wednesday,Yes,2
ORD008156,PROD5049,Furniture,Peak,Wednesday,No,37
ORD001773,PROD4342,Pharmaceuticals,Peak,Wednesday,No,20
ORD000179,PROD2104,Clothing,Off-Peak,Wednesday,Yes,43
ORD007136,PROD1087,Groceries,Peak,Wednesday,No,28
ORD003835,PROD5990,Clothing,Peak,Wednesday,No,27
ORD010382,PROD9548,Pharmaceuticals,Festival,Wednesday,Yes,5
ORD007483,PROD1826,Pharmaceuticals,Normal,Wednesday,No,4
ORD001252,PROD9394,Pharmaceuticals,Off-Peak,Wednesday,Yes,8
ORD006770,PROD7165,Clothing,Off-Peak,Wednesday,No,22
ORD005095,PROD8046,Pharmaceuticals,Normal,Wednesday,No,16
ORD000463,PROD4997,Pharmaceuticals,Festival,Wednesday,Yes,15
ORD001431,PROD9843,Pharmaceuticals,Festival,Wednesday,No,38
ORD000551,PROD8564,Pharmaceuticals,Festival,Wednesday,No,32
ORD013940,PROD3031,Clothing,Festival,Wednesday,No,0
ORD007664,PROD7051,Groceries,Normal,Wednesday,No,9
ORD010809,PROD6715,Furniture,Off-Peak,Wednesday,No,5
ORD007202,PROD2533,Pharmaceuticals,Normal,Wednesday,No,29
ORD007897,PROD5606,Groceries,Normal,Wednesday,No,21
ORD005643,PROD6711,Pharmaceuticals,Off-Peak,Wednesday,No,21
ORD006934,PROD3235,Electronics,Festival,Wednesday,No,34
ORD014266,PROD5198,Furniture,Normal,Wednesday,No,21
ORD001501,PROD3254,Pharmaceuticals,Off-Peak,Wednesday,No,47
ORD006505,PROD5917,Pharmaceuticals,Peak,Wednesday,No,45
ORD005990,PROD5961,Furniture,Off-Peak,Wednesday,No,37
ORD012131,PROD9436,Groceries,Festival,Wednesday,No,16
ORD001888,PROD1841,Pharmaceuticals,Festival,Wednesday,Yes,43
ORD011934,PROD5729,Groceries,Off-Peak,Wednesday,No,7
ORD009663,PROD3089,Groceries,Festival,Wednesday,No,38
ORD002729,PROD5402,Furniture,Peak,Wednesday,No,24
ORD007008,PROD5186,Clothing,Normal,Wednesday,No,13
ORD007950,PROD7882,Clothing,Normal,Wednesday,No,33
ORD013982,PROD9187,Electronics,Peak,Wednesday,No,10
ORD012222,PROD4393,Clothing,Peak,Wednesday,No,44
ORD014856,PROD5578,Groceries,Off-Peak,Wednesday,No,46
ORD008602,PROD8652,Pharmaceuticals,Normal,Wednesday,No,46
ORD011251,PROD2252,Furniture,Normal,Wednesday,No,28
ORD000147,PROD2403,Clothing,Off-Peak,Wednesday,Yes,1
ORD011769,PROD4944,Clothing,Off-Peak,Wednesday,No,25
ORD001098,PROD2124,Groceries,Peak,Wednesday,No,19
ORD006632,PROD2487,Electronics,Festival,Wednesday,No,0
ORD013930,PROD4029,Pharmaceuticals,Peak,Wednesday,No,33
ORD005677,PROD8294,Furniture,Peak,Wednesday,No,10
ORD005429,PROD9666,Electronics,Peak,Wednesday,No,2
ORD002495,PROD4273,Electronics,Off-Peak,Wednesday,Yes,43
ORD001687,PROD5914,Electronics,Festival,Wednesday,No,33
ORD012098,PROD3635,Groceries,Normal,Wednesday,No,1
ORD002305,PROD1990,Pharmaceuticals,Festival,Wednesday,Yes,3
ORD003618,PROD7280,Clothing,Off-Peak,Wednesday,No,42
ORD014845,PROD8966,Groceries,Peak,Wednesday,No,21
ORD007875,PROD7435,Groceries,Festival,Wednesday,No,22
ORD000835,PROD1845,Groceries,Normal,Wednesday,No,25
ORD008633,PROD9801,Electronics,Peak,Wednesday,No,24
ORD000855,PROD3522,Pharmaceuticals,Off-Peak,Wednesday,No,1
ORD012090,PROD9476,Pharmaceuticals,Festival,Wednesday,No,29
ORD008699,PROD4093,Groceries,Festival,Wednesday,No,31
ORD007759,PROD5213,Groceries,Normal,Wednesday,No,20
ORD001258,PROD8972,Groceries,Peak,Wednesday,Yes,40
ORD002557,PROD6110,Furniture,Normal,Wednesday,No,9
