order_id,product_id,warehouse_location,stock_availability,order_qty,timestamp,reorder_level,weights,size
ORD000468,PROD4585,Bangalore,348,10,13-02-2024 19:18,45,7.57,Small
ORD011366,PROD2572,Kolkata,161,18,13-02-2024 19:39,195,7.24,Large
ORD004356,PROD4809,Mumbai,119,15,13-02-2024 19:40,198,2.5,Small
ORD001655,PROD9674,Hyderabad,210,13,13-02-2024 19:51,102,8.91,Large
ORD014673,PROD3698,Chennai,499,18,13-02-2024 19:53,171,5.46,Small
ORD002312,PROD1194,Hyderabad,218,2,13-02-2024 20:08,10,7.67,Small
ORD010719,PROD8888,Hyderabad,4,2,13-02-2024 20:11,57,6.16,Medium
ORD002245,PROD7236,Chennai,154,16,13-02-2024 20:12,13,9.98,Medium
ORD014956,PROD7708,Delhi,215,8,13-02-2024 20:18,31,7.77,Small
ORD005780,PROD5578,Kolkata,367,9,13-02-2024 20:23,60,7.36,Small
ORD004416,PROD7075,Chennai,131,5,13-02-2024 20:23,178,8.01,Medium
ORD013325,PROD4525,Delhi,431,1,13-02-2024 20:41,35,2.29,Large
ORD010950,PROD4860,Hyderabad,185,14,13-02-2024 20:50,188,2.84,Medium
ORD008490,PROD6359,Mumbai,411,5,13-02-2024 20:58,69,7.43,Medium
ORD008473,PROD4276,Chennai,92,13,13-02-2024 21:28,155,5.45,Medium
ORD011951,PROD3290,Mumbai,86,13,13-02-2024 21:39,187,7.79,Medium
ORD005707,PROD9362,Kolkata,21,10,13-02-2024 21:43,196,1.93,Small
ORD009812,PROD1138,Bangalore,222,19,13-02-2024 21:48,47,5.83,Large
ORD005652,PROD9728,Bangalore,350,18,13-02-2024 21:54,39,5.11,Medium
ORD000307,PROD2891,Hyderabad,324,14,13-02-2024 22:11,21,6.44,Large
ORD000377,PROD6378,Delhi,151,2,13-02-2024 22:35,75,5.52,Large
ORD014581,PROD4660,Bangalore,416,5,13-02-2024 22:37,139,5.38,Small
ORD000199,PROD7939,Kolkata,484,18,13-02-2024 22:40,10,7.95,Small
ORD007305,PROD9570,Kolkata,470,5,13-02-2024 22:41,177,1.11,Small
ORD005148,PROD1984,Hyderabad,466,4,13-02-2024 22:42,53,6.39,Small
ORD013513,PROD2195,Delhi,380,6,13-02-2024 22:43,130,6.09,Large
ORD006737,PROD1486,Bangalore,58,10,13-02-2024 23:09,41,7.45,Large
ORD009925,PROD2406,Chennai,233,3,13-02-2024 23:15,124,8.44,Small
ORD012877,PROD3824,Kolkata,447,18,13-02-2024 23:21,103,9.63,Medium
ORD007973,PROD1393,Hyderabad,335,8,14-02-2024 00:29,54,4.08,Large
ORD008441,PROD3903,Kolkata,160,13,14-02-2024 00:33,98,3.05,Small
ORD011058,PROD8213,Chennai,102,11,14-02-2024 00:45,109,4.81,Large
ORD005491,PROD5904,Mumbai,136,18,14-02-2024 00:46,167,3.59,Medium
ORD004220,PROD6878,Mumbai,346,9,14-02-2024 00:47,152,6.53,Small
ORD001766,PROD2195,Bangalore,470,4,14-02-2024 00:52,190,9.78,Medium
ORD005326,PROD6299,Hyderabad,103,3,14-02-2024 00:53,83,5.42,Large
ORD000358,PROD6442,Hyderabad,499,9,14-02-2024 00:54,121,7.51,Large
ORD011454,PROD9031,Kolkata,351,7,14-02-2024 01:09,24,8.39,Small
ORD012384,PROD2982,Delhi,476,19,14-02-2024 01:11,71,7.47,Small
ORD007593,PROD7926,Mumbai,150,17,14-02-2024 01:17,97,5.82,Medium
ORD013547,PROD8998,Kolkata,367,17,14-02-2024 01:20,132,5.29,Large
ORD007806,PROD7676,Bangalore,385,12,14-02-2024 01:25,150,8.55,Medium
ORD008517,PROD4580,Bangalore,386,4,14-02-2024 01:25,189,2.85,Small
ORD002412,PROD6188,Kolkata,429,13,14-02-2024 01:31,93,9.71,Medium
ORD010155,PROD1379,Hyderabad,280,2,14-02-2024 01:34,167,7.4,Medium
ORD003536,PROD1930,Kolkata,219,7,14-02-2024 01:55,74,2.8,Small
ORD002443,PROD3778,Chennai,339,10,14-02-2024 01:59,53,7.63,Small
ORD010971,PROD4731,Chennai,263,7,14-02-2024 02:00,32,5.77,Small
ORD006863,PROD4700,Hyderabad,49,3,14-02-2024 02:08,105,7.37,Small
ORD003408,PROD7275,Delhi,313,16,14-02-2024 02:20,155,7.91,Small
ORD014587,PROD2663,Hyderabad,79,7,14-02-2024 02:32,154,1.79,Large
ORD006900,PROD4287,Kolkata,281,13,14-02-2024 02:34,49,5.55,Small
ORD000520,PROD7381,Delhi,305,7,14-02-2024 02:35,93,9.39,Small
ORD007102,PROD4531,Hyderabad,155,2,14-02-2024 02:40,35,3.89,Medium
ORD005905,PROD6759,Mumbai,13,19,14-02-2024 02:41,36,6.34,Small
ORD012298,PROD4567,Hyderabad,48,7,14-02-2024 02:45,130,4.32,Small
ORD010931,PROD7540,Mumbai,143,4,14-02-2024 02:51,85,5.09,Small
ORD002116,PROD5703,Kolkata,71,14,14-02-2024 03:02,65,5.94,Medium
ORD005214,PROD3158,Mumbai,226,18,14-02-2024 03:05,125,2.82,Large
ORD014433,PROD3285,Hyderabad,46,17,14-02-2024 03:05,177,7.16,Large
ORD012961,PROD7308,Chennai,202,1,14-02-2024 03:19,69,2.25,Medium
ORD010466,PROD1805,Bangalore,324,2,14-02-2024 03:19,153,1.02,Small
ORD007458,PROD1770,Bangalore,77,19,14-02-2024 03:30,162,2.05,Small
ORD009745,PROD3554,Hyderabad,17,15,14-02-2024 03:31,181,5.26,Medium
ORD009817,PROD4192,Delhi,3,5,14-02-2024 03:32,184,6.45,Medium
ORD010180,PROD7148,Hyderabad,27,15,14-02-2024 03:33,157,8.15,Medium
ORD007313,PROD9366,Bangalore,175,11,14-02-2024 03:36,180,1.96,Large
ORD008522,PROD9784,Mumbai,462,16,14-02-2024 04:13,171,8.66,Medium
ORD000755,PROD5720,Bangalore,496,8,14-02-2024 04:26,38,7.71,Small
ORD003236,PROD9129,Kolkata,261,2,14-02-2024 04:32,147,4.68,Small
ORD001531,PROD9443,Kolkata,395,12,14-02-2024 04:49,90,9.4,Medium
ORD000277,PROD7484,Mumbai,186,1,14-02-2024 04:50,102,9.92,Medium
ORD011460,PROD2581,Mumbai,372,15,14-02-2024 04:54,199,4.41,Medium
ORD006224,PROD7844,Chennai,361,5,14-02-2024 04:55,35,9.34,Small
ORD007655,PROD3119,Mumbai,17,14,14-02-2024 04:56,44,7.49,Medium
ORD000642,PROD6813,Mumbai,68,17,14-02-2024 05:05,169,1.43,Large
ORD004007,PROD9897,Delhi,329,15,14-02-2024 05:05,94,8.03,Medium
ORD013983,PROD5919,Kolkata,72,13,14-02-2024 05:21,126,8.45,Medium
ORD014555,PROD5148,Delhi,246,6,14-02-2024 05:30,61,7.75,Large
ORD006398,PROD3663,Delhi,270,13,14-02-2024 05:33,60,8.2,Medium
ORD014468,PROD9113,Mumbai,451,7,14-02-2024 05:35,33,8.43,Large
ORD005881,PROD5466,Chennai,117,2,14-02-2024 05:42,76,2.68,Medium
ORD008560,PROD4900,Chennai,112,18,14-02-2024 05:43,100,3.12,Small
ORD002667,PROD5503,Chennai,333,7,14-02-2024 05:45,179,6.7,Medium
ORD011877,PROD6745,Kolkata,436,13,14-02-2024 05:59,35,9.17,Medium
ORD003655,PROD7609,Hyderabad,420,15,14-02-2024 06:11,194,3.85,Large
ORD013101,PROD3045,Hyderabad,200,4,14-02-2024 06:13,121,6.29,Small
ORD009616,PROD7303,Chennai,153,15,14-02-2024 06:16,37,7.15,Large
ORD010510,PROD9245,Hyderabad,145,9,14-02-2024 06:36,92,5.07,Small
ORD009734,PROD8696,Bangalore,77,13,14-02-2024 06:38,12,7.42,Small
ORD009305,PROD9012,Mumbai,197,9,14-02-2024 06:52,175,9.1,Medium
ORD006252,PROD1399,Delhi,213,10,14-02-2024 07:15,101,6.62,Large
ORD011579,PROD8518,Mumbai,431,17,14-02-2024 07:18,77,5.86,Small
ORD013625,PROD8217,Mumbai,280,3,14-02-2024 07:21,70,4.95,Small
ORD009101,PROD3514,Hyderabad,252,17,14-02-2024 07:22,104,6.2,Small
ORD004476,PROD8254,Mumbai,379,2,14-02-2024 07:26,36,4.2,Small
ORD014923,PROD6705,Hyderabad,85,3,14-02-2024 07:30,143,4.52,Small
ORD001575,PROD1605,Hyderabad,470,17,14-02-2024 07:32,110,5.79,Large
ORD008615,PROD8883,Chennai,301,12,14-02-2024 07:34,83,1.6,Small
ORD012777,PROD3429,Bangalore,332,15,14-02-2024 07:50,127,3.06,Medium
ORD008814,PROD4826,Mumbai,344,2,14-02-2024 07:56,176,5.89,Large
ORD000980,PROD2747,Mumbai,81,15,14-02-2024 08:35,21,4.88,Large
ORD008197,PROD2388,Mumbai,406,9,14-02-2024 08:36,85,4.0,Medium
ORD003540,PROD1417,Hyderabad,255,9,14-02-2024 08:47,195,7.57,Medium
ORD008181,PROD5396,Kolkata,475,9,14-02-2024 09:31,41,7.24,Small
ORD003104,PROD6432,Kolkata,67,18,14-02-2024 09:41,146,2.5,Small
ORD012004,PROD6458,Kolkata,74,11,14-02-2024 09:55,102,8.91,Small
ORD001737,PROD5105,Chennai,468,7,14-02-2024 09:56,88,5.46,Small
ORD013745,PROD7584,Kolkata,125,8,14-02-2024 10:18,53,7.67,Small
ORD007372,PROD4961,Bangalore,202,8,14-02-2024 10:36,100,6.16,Large
ORD003959,PROD6122,Kolkata,217,4,14-02-2024 10:40,98,9.98,Medium
ORD014104,PROD7382,Kolkata,72,6,14-02-2024 10:50,74,7.77,Medium
ORD011732,PROD2269,Hyderabad,68,1,14-02-2024 11:19,111,7.36,Medium
ORD008909,PROD6245,Delhi,140,9,14-02-2024 11:20,111,8.01,Large
ORD010240,PROD8309,Hyderabad,26,8,14-02-2024 11:33,163,2.29,Small
ORD004667,PROD4450,Kolkata,147,10,14-02-2024 11:40,15,2.84,Small
ORD001910,PROD9498,Kolkata,216,12,14-02-2024 11:43,132,7.43,Large
ORD007697,PROD7841,Bangalore,10,19,14-02-2024 11:50,50,5.45,Large
ORD003422,PROD8785,Delhi,172,12,14-02-2024 12:12,164,7.79,Medium
ORD005785,PROD2449,Mumbai,64,14,14-02-2024 12:22,96,1.93,Medium
ORD008392,PROD9810,Delhi,277,2,14-02-2024 12:42,156,5.83,Small
ORD003285,PROD9962,Chennai,163,9,14-02-2024 12:42,168,5.11,Medium
ORD011169,PROD5217,Kolkata,356,18,14-02-2024 12:46,179,6.44,Medium
ORD011040,PROD2710,Delhi,152,2,14-02-2024 12:54,175,5.52,Small
ORD001376,PROD3827,Chennai,458,11,14-02-2024 12:54,141,5.38,Large
ORD004868,PROD4812,Delhi,91,8,14-02-2024 13:07,132,7.95,Medium
ORD011633,PROD3467,Kolkata,197,3,14-02-2024 13:07,58,1.11,Large
ORD011423,PROD5346,Delhi,260,13,14-02-2024 13:09,84,6.39,Large
ORD010429,PROD2124,Delhi,275,14,14-02-2024 13:21,195,6.09,Small
ORD002293,PROD1794,Chennai,454,2,14-02-2024 13:29,116,7.45,Small
ORD003163,PROD2640,Chennai,452,4,14-02-2024 13:30,83,8.44,Large
ORD004342,PROD7892,Chennai,442,11,14-02-2024 13:31,115,9.63,Small
ORD006313,PROD5788,Bangalore,288,11,14-02-2024 13:34,177,4.08,Large
ORD008228,PROD9220,Delhi,425,10,14-02-2024 13:47,108,3.05,Medium
ORD014355,PROD5424,Mumbai,335,8,14-02-2024 13:55,82,4.81,Small
ORD004899,PROD7014,Hyderabad,113,10,14-02-2024 14:09,197,3.59,Small
ORD007337,PROD6592,Mumbai,365,13,14-02-2024 14:15,74,6.53,Large
ORD010104,PROD4962,Mumbai,11,15,14-02-2024 14:23,92,9.78,Small
ORD007341,PROD2281,Mumbai,24,8,14-02-2024 14:23,47,5.42,Medium
ORD001774,PROD6573,Mumbai,221,10,14-02-2024 14:24,196,7.51,Large
ORD013365,PROD6098,Chennai,89,18,14-02-2024 14:43,55,8.39,Large
ORD009725,PROD6984,Bangalore,275,5,14-02-2024 14:45,44,7.47,Small
ORD011175,PROD6729,Delhi,179,8,14-02-2024 14:48,189,5.82,Large
ORD006695,PROD3937,Hyderabad,47,2,14-02-2024 14:55,88,5.29,Large
ORD010456,PROD7503,Bangalore,157,6,14-02-2024 15:14,159,8.55,Large
ORD007872,PROD3843,Chennai,340,16,14-02-2024 15:45,18,2.85,Large
ORD010190,PROD6616,Mumbai,351,11,14-02-2024 15:48,15,9.71,Large
ORD000510,PROD2052,Bangalore,392,4,14-02-2024 15:52,61,7.4,Medium
ORD002017,PROD6523,Delhi,14,10,14-02-2024 16:03,98,2.8,Large
ORD009230,PROD8915,Delhi,131,18,14-02-2024 16:07,27,7.63,Large
ORD007027,PROD3627,Bangalore,245,17,14-02-2024 16:10,104,5.77,Medium
ORD011212,PROD6636,Mumbai,98,16,14-02-2024 16:21,184,7.37,Medium
ORD000952,PROD3785,Delhi,347,17,14-02-2024 16:24,65,7.91,Large
ORD009322,PROD1852,Mumbai,318,13,14-02-2024 16:36,157,1.79,Large
ORD002169,PROD4559,Kolkata,266,12,14-02-2024 16:44,160,5.55,Small
ORD006050,PROD3822,Delhi,270,4,14-02-2024 16:59,87,9.39,Medium
ORD009035,PROD3015,Delhi,175,11,14-02-2024 17:11,128,3.89,Small
ORD012841,PROD1118,Kolkata,149,17,14-02-2024 17:16,48,6.34,Small
ORD012073,PROD8133,Bangalore,343,17,14-02-2024 17:19,188,4.32,Small
ORD010744,PROD5050,Hyderabad,225,17,14-02-2024 17:29,58,5.09,Large
ORD008484,PROD3750,Kolkata,54,16,14-02-2024 18:11,38,5.94,Large
ORD010241,PROD7942,Hyderabad,451,11,14-02-2024 18:14,15,2.82,Small
ORD006868,PROD2102,Hyderabad,51,19,14-02-2024 18:29,83,7.16,Large
ORD003900,PROD7518,Chennai,390,18,14-02-2024 18:33,63,2.25,Medium
ORD011313,PROD3205,Mumbai,31,12,14-02-2024 18:34,66,1.02,Large
ORD013567,PROD5666,Kolkata,243,18,14-02-2024 18:40,85,2.05,Large
ORD000666,PROD8753,Chennai,324,12,14-02-2024 18:41,108,5.26,Small
ORD013804,PROD6937,Hyderabad,446,15,14-02-2024 18:41,119,6.45,Large
ORD003148,PROD6269,Kolkata,214,14,14-02-2024 18:46,95,8.15,Medium
ORD013472,PROD1390,Mumbai,450,17,14-02-2024 19:00,191,1.96,Small
ORD011844,PROD2021,Bangalore,346,9,14-02-2024 19:00,100,8.66,Medium
ORD002630,PROD9369,Chennai,95,13,14-02-2024 19:01,176,7.71,Small
ORD010312,PROD1348,Chennai,357,4,14-02-2024 19:01,117,4.68,Large
ORD008970,PROD6825,Delhi,360,12,14-02-2024 19:04,124,9.4,Large
ORD011494,PROD7966,Mumbai,105,13,14-02-2024 19:05,186,9.92,Medium
ORD009522,PROD5216,Kolkata,441,5,14-02-2024 19:10,15,4.41,Medium
ORD005972,PROD6403,Chennai,366,17,14-02-2024 19:25,188,9.34,Medium
ORD000960,PROD8555,Mumbai,219,5,14-02-2024 19:25,88,7.49,Medium
ORD012069,PROD4079,Chennai,343,9,14-02-2024 19:28,68,1.43,Large
ORD010514,PROD3789,Hyderabad,26,8,14-02-2024 19:37,23,8.03,Small
ORD002993,PROD4201,Mumbai,107,16,14-02-2024 19:57,91,8.45,Large
ORD003995,PROD9037,Kolkata,493,10,14-02-2024 20:14,137,7.75,Large
ORD001230,PROD7163,Hyderabad,226,9,14-02-2024 20:43,104,8.2,Small
ORD004268,PROD4465,Mumbai,206,8,14-02-2024 20:55,72,8.43,Small
ORD008722,PROD2587,Delhi,342,4,14-02-2024 21:06,47,2.68,Large
ORD011893,PROD4563,Delhi,236,10,14-02-2024 21:16,176,3.12,Large
ORD003823,PROD8324,Bangalore,197,5,14-02-2024 21:23,26,6.7,Small
ORD006457,PROD1199,Hyderabad,234,7,14-02-2024 21:30,19,9.17,Large
ORD013202,PROD6010,Bangalore,7,7,14-02-2024 21:33,53,3.85,Small
ORD011506,PROD4625,Chennai,185,6,14-02-2024 21:33,149,6.29,Medium
ORD013111,PROD2848,Chennai,384,3,14-02-2024 21:40,13,7.15,Small
ORD001491,PROD4862,Delhi,158,9,14-02-2024 21:42,151,5.07,Small
ORD001331,PROD3842,Hyderabad,172,6,14-02-2024 21:42,114,7.42,Large
ORD004498,PROD5067,Delhi,306,17,14-02-2024 21:42,18,9.1,Large
ORD001032,PROD1228,Chennai,164,2,14-02-2024 21:48,17,6.62,Small
ORD006010,PROD2390,Bangalore,355,11,14-02-2024 21:51,106,5.86,Medium
ORD007491,PROD2727,Hyderabad,58,8,14-02-2024 22:23,42,4.95,Small
ORD013785,PROD2940,Delhi,220,8,14-02-2024 22:25,113,6.2,Large
ORD007299,PROD8825,Mumbai,104,15,14-02-2024 22:48,27,4.2,Small
ORD010355,PROD3788,Hyderabad,265,18,14-02-2024 22:48,24,4.52,Small
ORD004293,PROD1916,Delhi,423,14,14-02-2024 23:07,125,5.79,Medium
ORD009836,PROD8587,Bangalore,124,3,14-02-2024 23:13,139,1.6,Small
ORD005599,PROD1826,Mumbai,132,18,14-02-2024 23:16,189,3.06,Medium
ORD009464,PROD7293,Delhi,34,13,14-02-2024 23:18,73,5.89,Small
ORD002673,PROD9115,Delhi,492,16,14-02-2024 23:18,184,4.88,Small
ORD008990,PROD8596,Hyderabad,231,19,14-02-2024 23:21,67,4.0,Large
ORD000482,PROD7991,Delhi,160,10,14-02-2024 23:24,163,7.57,Large
ORD006891,PROD4056,Bangalore,38,14,14-02-2024 23:24,181,7.24,Small
ORD008345,PROD2126,Delhi,400,19,14-02-2024 23:29,117,2.5,Small
ORD007288,PROD8594,Chennai,322,9,14-02-2024 23:34,101,8.91,Small
ORD010208,PROD2880,Chennai,131,2,14-02-2024 23:38,176,5.46,Small
ORD010258,PROD9691,Bangalore,468,6,14-02-2024 23:42,22,7.67,Small
ORD014478,PROD4129,Chennai,170,15,14-02-2024 23:43,120,6.16,Medium
ORD004433,PROD9364,Mumbai,360,12,14-02-2024 23:44,60,9.98,Large
ORD011764,PROD8728,Bangalore,76,14,14-02-2024 23:48,139,7.77,Small
ORD006306,PROD8966,Chennai,381,17,15-02-2024 00:17,16,7.36,Medium
ORD014915,PROD1335,Delhi,332,15,15-02-2024 00:33,140,8.01,Large
ORD007810,PROD2663,Chennai,145,12,15-02-2024 00:33,157,2.29,Large
ORD000993,PROD4770,Kolkata,4,5,15-02-2024 00:46,136,2.84,Large
ORD013733,PROD3567,Hyderabad,491,4,15-02-2024 00:50,81,7.43,Large
ORD000657,PROD8342,Kolkata,99,1,15-02-2024 00:52,28,5.45,Large
ORD010281,PROD8624,Bangalore,413,2,15-02-2024 01:20,16,7.79,Medium
ORD006880,PROD6133,Chennai,406,12,15-02-2024 01:30,33,1.93,Large
ORD003922,PROD6771,Chennai,337,9,15-02-2024 01:33,192,5.83,Medium
ORD014124,PROD4083,Hyderabad,373,19,15-02-2024 01:51,186,5.11,Medium
ORD009779,PROD1895,Bangalore,386,17,15-02-2024 01:52,116,6.44,Medium
ORD005729,PROD4460,Kolkata,272,9,15-02-2024 01:54,20,5.52,Medium
ORD001578,PROD1717,Hyderabad,318,10,15-02-2024 01:54,84,5.38,Large
ORD009374,PROD7997,Delhi,218,4,15-02-2024 01:59,114,7.95,Small
ORD012835,PROD8831,Kolkata,65,19,15-02-2024 02:05,85,1.11,Large
ORD011338,PROD6288,Kolkata,162,13,15-02-2024 02:13,136,6.39,Medium
ORD010664,PROD5096,Bangalore,323,11,15-02-2024 02:19,156,6.09,Large
ORD010575,PROD9156,Chennai,297,5,15-02-2024 02:31,38,7.45,Small
ORD012075,PROD6563,Chennai,375,3,15-02-2024 02:38,131,8.44,Small
ORD001508,PROD1086,Mumbai,410,9,15-02-2024 03:13,182,9.63,Medium
ORD005841,PROD3376,Chennai,427,11,15-02-2024 03:20,81,4.08,Large
ORD001133,PROD9254,Mumbai,110,13,15-02-2024 03:32,110,3.05,Small
ORD008891,PROD3069,Bangalore,94,15,15-02-2024 03:39,177,4.81,Medium
ORD008237,PROD6902,Delhi,430,1,15-02-2024 03:43,61,3.59,Medium
ORD014929,PROD3590,Kolkata,48,11,15-02-2024 03:52,32,6.53,Medium
ORD007874,PROD9011,Bangalore,414,11,15-02-2024 03:56,116,9.78,Medium
ORD004337,PROD3135,Kolkata,141,10,15-02-2024 04:28,46,5.42,Medium
ORD003765,PROD1960,Kolkata,499,17,15-02-2024 04:30,64,7.51,Large
ORD001464,PROD4271,Delhi,156,2,15-02-2024 04:47,61,8.39,Large
ORD000602,PROD1672,Hyderabad,317,3,15-02-2024 05:08,68,7.47,Small
ORD009740,PROD6526,Chennai,133,5,15-02-2024 05:19,190,5.82,Small
ORD004710,PROD9745,Mumbai,429,3,15-02-2024 05:51,69,5.29,Large
ORD001107,PROD3129,Hyderabad,246,15,15-02-2024 06:05,99,8.55,Small
ORD014210,PROD9980,Bangalore,288,10,15-02-2024 06:05,173,2.85,Small
ORD000381,PROD6753,Hyderabad,407,4,15-02-2024 06:25,137,9.71,Large
ORD001907,PROD8726,Mumbai,295,8,15-02-2024 06:29,146,7.4,Medium
ORD010560,PROD1222,Chennai,165,3,15-02-2024 06:41,195,2.8,Medium
ORD007901,PROD5967,Hyderabad,3,15,15-02-2024 06:56,182,7.63,Small
ORD008538,PROD9372,Kolkata,178,11,15-02-2024 07:05,160,5.77,Large
ORD006588,PROD6940,Chennai,27,3,15-02-2024 07:21,23,7.37,Medium
ORD013298,PROD6707,Delhi,355,5,15-02-2024 07:22,35,7.91,Large
ORD005177,PROD5053,Bangalore,385,3,15-02-2024 07:30,41,1.79,Large
ORD003651,PROD9031,Delhi,43,12,15-02-2024 07:38,58,5.55,Small
ORD010231,PROD4242,Chennai,215,10,15-02-2024 07:55,167,9.39,Small
ORD012394,PROD7544,Chennai,127,8,15-02-2024 08:10,63,3.89,Large
ORD010613,PROD5747,Mumbai,415,2,15-02-2024 08:26,42,6.34,Large
ORD002343,PROD7640,Hyderabad,78,1,15-02-2024 08:32,77,4.32,Large
ORD007756,PROD9649,Mumbai,62,12,15-02-2024 08:40,55,5.09,Small
ORD009259,PROD4236,Hyderabad,460,14,15-02-2024 08:42,151,5.94,Small
ORD001102,PROD6383,Chennai,165,3,15-02-2024 08:51,35,2.82,Medium
ORD012822,PROD2993,Bangalore,143,4,15-02-2024 09:16,30,7.16,Small
ORD012546,PROD5914,Chennai,490,10,15-02-2024 09:16,82,2.25,Medium
ORD010622,PROD1670,Delhi,92,7,15-02-2024 09:21,159,1.02,Large
ORD007173,PROD3703,Chennai,138,5,15-02-2024 09:26,22,2.05,Medium
ORD009262,PROD9426,Hyderabad,170,14,15-02-2024 09:29,76,5.26,Large
ORD012908,PROD1244,Kolkata,345,13,15-02-2024 09:32,136,6.45,Small
ORD005034,PROD3832,Chennai,483,11,15-02-2024 09:33,95,8.15,Small
ORD002926,PROD2934,Delhi,152,17,15-02-2024 09:43,130,1.96,Large
ORD008285,PROD9188,Chennai,312,7,15-02-2024 09:46,198,8.66,Large
ORD004052,PROD1120,Hyderabad,57,5,15-02-2024 09:49,19,7.71,Large
ORD005274,PROD2083,Mumbai,420,18,15-02-2024 10:01,11,4.68,Small
ORD001313,PROD6562,Hyderabad,219,7,15-02-2024 10:04,64,9.4,Medium
ORD000585,PROD5198,Hyderabad,268,12,15-02-2024 10:07,91,9.92,Medium
ORD009428,PROD5939,Mumbai,210,14,15-02-2024 10:10,19,4.41,Medium
ORD013637,PROD7716,Delhi,245,10,15-02-2024 10:25,193,9.34,Medium
ORD004950,PROD7046,Delhi,163,15,15-02-2024 10:41,81,7.49,Small
ORD007342,PROD5248,Chennai,276,3,15-02-2024 11:08,90,1.43,Large
ORD003018,PROD1719,Hyderabad,378,1,15-02-2024 11:19,96,8.03,Large
ORD011371,PROD1651,Chennai,453,12,15-02-2024 11:32,33,8.45,Medium
ORD014741,PROD6710,Mumbai,153,17,15-02-2024 11:46,118,7.75,Small
ORD013127,PROD2723,Hyderabad,65,16,15-02-2024 11:51,188,8.2,Medium
ORD000836,PROD4335,Bangalore,229,14,15-02-2024 12:00,152,8.43,Medium
ORD000542,PROD8657,Mumbai,287,6,15-02-2024 12:02,44,2.68,Large
ORD009802,PROD4937,Bangalore,118,7,15-02-2024 12:05,174,3.12,Medium
ORD006377,PROD3986,Delhi,72,4,15-02-2024 12:10,106,6.7,Medium
ORD008487,PROD7810,Hyderabad,350,1,15-02-2024 12:28,108,9.17,Large
ORD006798,PROD6250,Kolkata,28,8,15-02-2024 12:33,67,3.85,Large
ORD014927,PROD5257,Hyderabad,373,12,15-02-2024 12:35,25,6.29,Medium
ORD011435,PROD1052,Mumbai,189,14,15-02-2024 12:49,165,7.15,Large
ORD001703,PROD2412,Chennai,7,2,15-02-2024 12:53,107,5.07,Medium
ORD011811,PROD2541,Bangalore,180,17,15-02-2024 13:10,16,7.42,Small
ORD008957,PROD3372,Kolkata,191,13,15-02-2024 13:19,56,9.1,Small
ORD008494,PROD9875,Mumbai,118,11,15-02-2024 13:20,51,6.62,Medium
ORD005124,PROD1225,Delhi,474,2,15-02-2024 13:48,132,5.86,Large
ORD004188,PROD9309,Kolkata,75,2,15-02-2024 13:48,196,4.95,Large
ORD014784,PROD2090,Delhi,32,7,15-02-2024 13:54,189,6.2,Small
ORD003235,PROD2705,Kolkata,310,13,15-02-2024 14:26,35,4.2,Medium
ORD010671,PROD5871,Kolkata,419,14,15-02-2024 14:31,20,4.52,Medium
ORD011086,PROD1512,Kolkata,457,7,15-02-2024 14:35,30,5.79,Medium
ORD002736,PROD9447,Chennai,119,6,15-02-2024 14:36,177,1.6,Medium
ORD009964,PROD3322,Hyderabad,342,18,15-02-2024 14:44,38,3.06,Medium
ORD002078,PROD9281,Kolkata,323,10,15-02-2024 14:46,112,5.89,Small
ORD004389,PROD8925,Delhi,215,12,15-02-2024 14:50,120,4.88,Medium
ORD005899,PROD1195,Kolkata,140,15,15-02-2024 14:54,179,4.0,Large
ORD000672,PROD8434,Delhi,249,16,15-02-2024 14:59,74,7.57,Medium
ORD002125,PROD7154,Chennai,329,5,15-02-2024 15:15,20,7.24,Large
ORD008194,PROD3575,Hyderabad,239,12,15-02-2024 15:16,123,2.5,Medium
ORD006415,PROD5748,Chennai,203,18,15-02-2024 15:18,146,8.91,Medium
ORD003165,PROD4951,Mumbai,476,19,15-02-2024 15:29,186,5.46,Medium
ORD002266,PROD5272,Hyderabad,355,7,15-02-2024 15:45,24,7.67,Medium
ORD003912,PROD4291,Hyderabad,216,6,15-02-2024 15:45,157,6.16,Large
ORD003914,PROD5760,Bangalore,69,12,15-02-2024 15:54,159,9.98,Small
ORD003298,PROD4112,Mumbai,389,8,15-02-2024 16:32,122,7.77,Small
ORD006107,PROD4919,Mumbai,386,7,15-02-2024 17:08,183,7.36,Small
ORD009662,PROD6292,Mumbai,441,7,15-02-2024 17:29,166,8.01,Small
ORD008838,PROD8899,Bangalore,380,15,15-02-2024 17:44,150,2.29,Large
ORD004924,PROD1717,Kolkata,18,8,15-02-2024 17:56,104,2.84,Small
ORD002898,PROD7401,Delhi,416,9,15-02-2024 18:23,137,7.43,Medium
ORD011443,PROD5310,Chennai,168,18,15-02-2024 18:39,165,5.45,Medium
ORD000462,PROD7547,Bangalore,5,2,15-02-2024 18:48,59,7.79,Medium
ORD009177,PROD6123,Mumbai,305,18,15-02-2024 18:55,136,1.93,Large
ORD000629,PROD2419,Mumbai,348,3,15-02-2024 18:55,86,5.83,Medium
ORD005424,PROD9595,Kolkata,332,18,15-02-2024 19:06,84,5.11,Small
ORD003335,PROD7078,Bangalore,498,8,15-02-2024 19:19,49,6.44,Large
ORD010385,PROD8830,Mumbai,383,10,15-02-2024 19:38,97,5.52,Medium
