order_id,product_id,warehouse_location,stock_availability,order_qty,timestamp,reorder_level,weights,size,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%),customer_id,order_history,delivery_preference,locations,returns/refunds,weather_condition,temperature,traffic_level,fuel_price_index,economic_conditions,warehouse_id,warehouse_size
ORD005519,PROD5958,Mumbai,172,10,08-02-2024 19:05,104,8.01,Large,Furniture,Festival,Thursday,No,15,CUST58436,11,Same-Day,Rural,No,Stormy,13,Moderate,110.13,Recession,WAR0003,1500
ORD009609,PROD4713,Bangalore,246,14,08-02-2024 19:20,130,2.29,Large,Groceries,Festival,Thursday,No,6,CUST26128,35,Same-Day,Suburban,No,Sunny,30,Low,93.6,Inflation,WAR0012,1500
ORD013988,PROD4737,Kolkata,186,14,08-02-2024 19:20,30,2.84,Large,Clothing,Festival,Thursday,No,4,CUST10554,14,Same-Day,Suburban,No,Sunny,35,Severe,113.28,Inflation,WAR0003,1500
ORD009566,PROD7291,Delhi,305,16,08-02-2024 19:24,107,7.43,Large,Pharmaceuticals,Festival,Thursday,No,7,CUST81608,26,Same-Day,Suburban,No,Cloudy,28,High,101.52,Recession,WAR0007,1500
ORD008233,PROD4731,Hyderabad,327,18,08-02-2024 19:31,51,5.45,Large,Clothing,Normal,Thursday,No,16,CUST87558,44,Same-Day,Rural,No,Cloudy,32,Low,101.57,Stable,WAR0008,1500
ORD013129,PROD5519,Kolkata,238,16,08-02-2024 19:40,17,7.79,Small,Groceries,Normal,Thursday,No,22,CUST76790,41,Standard,Urban,No,Cloudy,17,Moderate,91.5,Inflation,WAR0009,1500
ORD010084,PROD4668,Bangalore,143,9,08-02-2024 19:41,75,1.93,Small,Pharmaceuticals,Festival,Thursday,No,48,CUST98389,29,Standard,Urban,No,Sunny,14,High,117.69,Stable,WAR0011,1500
ORD009645,PROD7047,Bangalore,117,11,08-02-2024 19:57,124,5.83,Medium,Pharmaceuticals,Normal,Thursday,No,7,CUST83902,19,Express,Suburban,No,Cloudy,24,Moderate,108.79,Stable,WAR0003,1500
ORD008036,PROD4046,Bangalore,439,18,08-02-2024 20:10,161,5.11,Large,Clothing,Peak,Thursday,No,16,CUST43633,46,Standard,Urban,Yes,Sunny,22,Low,114.52,Recession,WAR0011,1500
ORD012081,PROD6096,Chennai,462,3,08-02-2024 20:19,65,6.44,Large,Electronics,Peak,Thursday,Yes,15,CUST97283,5,Express,Rural,No,Cloudy,31,High,97.42,Stable,WAR0004,1500
ORD014183,PROD1915,Bangalore,174,15,08-02-2024 20:50,78,5.52,Small,Groceries,Festival,Thursday,No,12,CUST52384,10,Standard,Rural,No,Rainy,16,High,96.44,Recession,WAR0001,1500
ORD006938,PROD3883,Chennai,222,11,08-02-2024 20:50,132,5.38,Small,Electronics,Festival,Thursday,No,33,CUST31697,30,Same-Day,Urban,No,Stormy,34,High,107.99,Recession,WAR0008,1500
ORD006838,PROD7188,Bangalore,221,17,08-02-2024 21:03,14,7.95,Small,Pharmaceuticals,Peak,Thursday,No,35,CUST31546,45,Same-Day,Rural,Yes,Stormy,36,High,119.53,Inflation,WAR0009,1500
ORD004341,PROD9553,Delhi,488,12,08-02-2024 21:05,176,1.11,Small,Clothing,Normal,Thursday,No,17,CUST69610,7,Express,Rural,No,Cloudy,11,Moderate,107.71,Inflation,WAR0007,1500
ORD006843,PROD2639,Kolkata,308,4,08-02-2024 21:13,103,6.39,Small,Groceries,Normal,Thursday,No,10,CUST52123,12,Same-Day,Urban,No,Stormy,39,Severe,118.34,Stable,WAR0002,1500
ORD013303,PROD8540,Bangalore,264,4,08-02-2024 21:38,36,6.09,Medium,Clothing,Peak,Thursday,No,24,CUST37592,18,Standard,Rural,No,Rainy,13,Moderate,91.77,Recession,WAR0010,1500
ORD011108,PROD8656,Mumbai,67,19,08-02-2024 21:50,36,7.45,Large,Furniture,Normal,Thursday,No,49,CUST90891,42,Standard,Rural,No,Sunny,13,Severe,94.02,Inflation,WAR0006,1500
ORD006763,PROD1289,Mumbai,111,15,08-02-2024 21:51,125,8.44,Small,Furniture,Off-Peak,Thursday,Yes,14,CUST50821,43,Express,Rural,No,Stormy,33,Severe,92.18,Inflation,WAR0003,1500
ORD006197,PROD8627,Chennai,128,6,08-02-2024 22:15,190,9.63,Medium,Furniture,Normal,Thursday,No,1,CUST80892,37,Same-Day,Suburban,No,Cloudy,27,Low,106.66,Inflation,WAR0004,1500
ORD009905,PROD1934,Chennai,381,6,08-02-2024 22:16,75,4.08,Medium,Electronics,Off-Peak,Thursday,No,35,CUST31640,3,Same-Day,Suburban,No,Sunny,19,Low,94.37,Stable,WAR0007,1500
ORD001684,PROD2063,Delhi,412,10,08-02-2024 22:19,16,3.05,Large,Groceries,Festival,Thursday,No,40,CUST86037,8,Express,Urban,No,Cloudy,35,Low,95.57,Recession,WAR0001,1500
ORD009069,PROD4884,Mumbai,229,16,08-02-2024 22:25,69,4.81,Large,Clothing,Off-Peak,Thursday,No,49,CUST83169,21,Express,Suburban,Yes,Cloudy,18,High,104.47,Inflation,WAR0006,1500
ORD013153,PROD2555,Hyderabad,486,3,08-02-2024 22:28,53,3.59,Large,Pharmaceuticals,Peak,Thursday,No,47,CUST42359,23,Same-Day,Urban,No,Cloudy,38,Moderate,117.64,Inflation,WAR0007,1500
ORD010695,PROD3303,Delhi,215,5,08-02-2024 23:06,54,6.53,Large,Electronics,Peak,Thursday,No,25,CUST85821,30,Express,Urban,No,Rainy,32,Severe,98.03,Recession,WAR0007,1500
ORD010981,PROD7342,Mumbai,93,16,08-02-2024 23:14,199,9.78,Medium,Electronics,Off-Peak,Thursday,No,16,CUST88669,45,Express,Urban,Yes,Stormy,33,Severe,107.39,Recession,WAR0009,1500
ORD014259,PROD5610,Hyderabad,443,8,08-02-2024 23:19,20,5.42,Small,Furniture,Peak,Thursday,No,11,CUST82678,32,Same-Day,Urban,Yes,Stormy,34,Moderate,111.32,Stable,WAR0012,1500
ORD000522,PROD7232,Mumbai,407,4,08-02-2024 23:28,106,7.51,Medium,Pharmaceuticals,Off-Peak,Thursday,No,0,CUST14162,18,Express,Rural,No,Sunny,33,High,105.09,Recession,WAR0001,1500
ORD010247,PROD4272,Delhi,419,16,08-02-2024 23:34,91,8.39,Large,Pharmaceuticals,Peak,Thursday,No,31,CUST48387,39,Express,Suburban,No,Cloudy,35,Low,96.92,Stable,WAR0010,1500
ORD011737,PROD3921,Kolkata,199,17,08-02-2024 23:39,134,7.47,Small,Clothing,Festival,Thursday,No,44,CUST64463,45,Express,Rural,No,Rainy,12,Severe,108.31,Recession,WAR0010,1500
ORD012769,PROD4651,Kolkata,114,14,08-02-2024 23:41,37,5.82,Large,Groceries,Off-Peak,Thursday,No,49,CUST60057,6,Standard,Suburban,No,Rainy,12,High,93.1,Stable,WAR0003,1500
ORD014456,PROD7435,Chennai,234,17,08-02-2024 23:45,147,5.29,Medium,Groceries,Festival,Thursday,Yes,30,CUST19625,33,Standard,Suburban,No,Sunny,35,High,97.62,Inflation,WAR0002,1500
ORD000068,PROD3677,Delhi,241,6,08-02-2024 23:46,199,8.55,Small,Clothing,Peak,Thursday,No,40,CUST45774,22,Same-Day,Suburban,No,Rainy,12,High,105.42,Inflation,WAR0007,1500
ORD000851,PROD4681,Hyderabad,338,11,08-02-2024 23:49,121,2.85,Medium,Clothing,Off-Peak,Thursday,No,41,CUST12504,3,Standard,Rural,No,Sunny,24,Severe,90.22,Inflation,WAR0003,1500
ORD000419,PROD7592,Hyderabad,400,10,08-02-2024 23:53,93,9.71,Large,Groceries,Normal,Thursday,Yes,37,CUST30188,32,Express,Rural,No,Cloudy,27,Low,99.2,Recession,WAR0004,1500
ORD003721,PROD3443,Mumbai,399,15,09-02-2024 00:00,27,7.4,Medium,Furniture,Festival,Friday,No,18,CUST14504,28,Standard,Rural,No,Stormy,24,High,115.85,Stable,WAR0010,1500
ORD014931,PROD4590,Mumbai,435,10,09-02-2024 00:11,175,2.8,Large,Furniture,Normal,Friday,No,7,CUST42269,23,Standard,Rural,No,Rainy,19,Severe,100.98,Inflation,WAR0005,1500
ORD014748,PROD5323,Chennai,420,15,09-02-2024 00:26,98,7.63,Small,Electronics,Festival,Friday,No,45,CUST72824,16,Express,Urban,No,Cloudy,25,Moderate,118.41,Stable,WAR0007,1500
ORD012722,PROD1987,Chennai,193,6,09-02-2024 00:26,86,5.77,Large,Electronics,Festival,Friday,No,25,CUST60335,26,Express,Suburban,No,Rainy,34,Moderate,99.07,Inflation,WAR0004,1500
ORD004947,PROD1994,Bangalore,200,12,09-02-2024 00:28,127,7.37,Large,Pharmaceuticals,Off-Peak,Friday,No,2,CUST70626,15,Same-Day,Suburban,No,Rainy,15,High,100.05,Stable,WAR0009,1500
ORD013249,PROD5028,Kolkata,64,16,09-02-2024 00:40,127,7.91,Large,Groceries,Festival,Friday,Yes,30,CUST10131,10,Standard,Urban,No,Stormy,21,Low,103.98,Inflation,WAR0010,1500
ORD001361,PROD7299,Chennai,260,13,09-02-2024 00:40,36,1.79,Small,Groceries,Festival,Friday,Yes,11,CUST16498,24,Express,Rural,No,Cloudy,14,Severe,117.45,Inflation,WAR0002,1500
ORD003351,PROD6632,Kolkata,82,1,09-02-2024 00:41,157,5.55,Small,Pharmaceuticals,Off-Peak,Friday,Yes,0,CUST46884,42,Same-Day,Suburban,Yes,Sunny,38,Severe,112.85,Inflation,WAR0008,1500
ORD008965,PROD7169,Kolkata,366,13,09-02-2024 00:42,122,9.39,Large,Furniture,Off-Peak,Friday,No,33,CUST36578,16,Standard,Suburban,No,Cloudy,37,Severe,104.47,Stable,WAR0010,1500
ORD012127,PROD1113,Hyderabad,327,1,09-02-2024 00:49,61,3.89,Small,Pharmaceuticals,Peak,Friday,No,16,CUST27004,24,Standard,Rural,No,Stormy,32,Low,92.36,Recession,WAR0005,1500
ORD014775,PROD6593,Bangalore,165,14,09-02-2024 01:18,93,6.34,Medium,Clothing,Festival,Friday,No,25,CUST64191,33,Standard,Rural,No,Stormy,25,Severe,91.03,Inflation,WAR0005,1500
ORD009704,PROD8543,Delhi,97,12,09-02-2024 01:22,87,4.32,Medium,Groceries,Normal,Friday,Yes,19,CUST89403,8,Express,Rural,No,Rainy,13,Severe,103.03,Stable,WAR0007,1500
ORD004542,PROD1887,Bangalore,176,13,09-02-2024 01:44,169,5.09,Large,Pharmaceuticals,Peak,Friday,Yes,16,CUST80950,36,Express,Suburban,No,Rainy,12,Low,111.1,Inflation,WAR0010,1500
ORD012884,PROD3660,Hyderabad,362,18,09-02-2024 02:04,88,5.94,Medium,Groceries,Off-Peak,Friday,No,16,CUST76317,42,Same-Day,Rural,No,Cloudy,17,High,100.93,Stable,WAR0005,1500
ORD008394,PROD2093,Hyderabad,65,18,09-02-2024 02:04,68,2.82,Small,Furniture,Normal,Friday,No,34,CUST86845,38,Same-Day,Rural,No,Sunny,23,Moderate,119.25,Recession,WAR0010,1500
ORD009555,PROD2180,Hyderabad,312,8,09-02-2024 02:05,48,7.16,Medium,Groceries,Peak,Friday,No,26,CUST21073,32,Same-Day,Rural,No,Sunny,31,Low,104.22,Inflation,WAR0010,1500
ORD009655,PROD8838,Kolkata,128,19,09-02-2024 02:07,162,2.25,Medium,Groceries,Peak,Friday,No,8,CUST20860,9,Same-Day,Suburban,Yes,Sunny,13,Severe,101.94,Stable,WAR0007,1500
ORD003692,PROD7862,Hyderabad,9,16,09-02-2024 02:07,103,1.02,Small,Clothing,Off-Peak,Friday,No,48,CUST70197,2,Standard,Rural,No,Cloudy,34,High,108.3,Recession,WAR0009,1500
ORD009924,PROD2787,Hyderabad,31,16,09-02-2024 02:10,44,2.05,Large,Groceries,Off-Peak,Friday,No,33,CUST86348,46,Standard,Rural,No,Cloudy,39,Low,94.32,Recession,WAR0010,1500
ORD014654,PROD4498,Chennai,384,19,09-02-2024 02:14,128,5.26,Medium,Groceries,Normal,Friday,No,21,CUST12295,30,Standard,Urban,No,Rainy,22,Severe,92.29,Inflation,WAR0009,1500
ORD011271,PROD9274,Kolkata,171,10,09-02-2024 02:47,192,6.45,Medium,Electronics,Off-Peak,Friday,No,42,CUST50182,10,Express,Suburban,No,Sunny,21,Moderate,102.91,Inflation,WAR0010,1500
ORD010841,PROD2740,Kolkata,146,15,09-02-2024 02:48,152,8.15,Small,Electronics,Normal,Friday,No,38,CUST26810,42,Standard,Rural,No,Sunny,31,Severe,118.49,Stable,WAR0009,1500
ORD012320,PROD9727,Delhi,8,8,09-02-2024 02:51,145,1.96,Medium,Groceries,Peak,Friday,No,3,CUST83514,15,Same-Day,Suburban,Yes,Rainy,27,High,119.36,Recession,WAR0005,1500
ORD007425,PROD3643,Chennai,75,7,09-02-2024 03:10,25,8.66,Large,Clothing,Off-Peak,Friday,No,31,CUST10499,22,Same-Day,Urban,No,Cloudy,19,Low,91.16,Recession,WAR0012,1500
ORD013972,PROD2445,Hyderabad,243,13,09-02-2024 03:10,67,7.71,Small,Electronics,Normal,Friday,No,15,CUST99231,5,Standard,Suburban,Yes,Cloudy,10,Low,105.9,Inflation,WAR0005,1500
ORD006466,PROD7809,Mumbai,481,11,09-02-2024 03:17,27,4.68,Small,Electronics,Normal,Friday,No,10,CUST72910,37,Express,Rural,No,Stormy,26,High,96.16,Recession,WAR0010,1500
ORD007058,PROD3842,Kolkata,286,19,09-02-2024 03:18,177,9.4,Large,Clothing,Normal,Friday,No,15,CUST37087,11,Express,Urban,No,Cloudy,16,High,109.83,Stable,WAR0010,1500
ORD009138,PROD5440,Hyderabad,240,15,09-02-2024 03:21,114,9.92,Medium,Electronics,Festival,Friday,No,38,CUST22494,4,Standard,Rural,No,Cloudy,22,Severe,117.63,Stable,WAR0005,1500
ORD012417,PROD5009,Kolkata,92,19,09-02-2024 03:57,77,4.41,Medium,Furniture,Peak,Friday,Yes,6,CUST99263,8,Same-Day,Suburban,No,Cloudy,10,Low,114.74,Inflation,WAR0002,1500
ORD008355,PROD4325,Mumbai,188,7,09-02-2024 04:16,197,9.34,Large,Electronics,Normal,Friday,No,4,CUST49405,38,Express,Urban,No,Sunny,13,Moderate,96.98,Recession,WAR0011,1500
ORD008575,PROD4372,Kolkata,464,9,09-02-2024 04:29,162,7.49,Medium,Electronics,Festival,Friday,No,14,CUST46919,27,Express,Rural,No,Rainy,25,Moderate,116.17,Stable,WAR0011,1500
ORD003734,PROD3862,Delhi,393,8,09-02-2024 04:29,31,1.43,Small,Clothing,Peak,Friday,No,34,CUST38049,14,Same-Day,Urban,No,Stormy,23,High,106.43,Stable,WAR0002,1500
ORD008498,PROD4807,Kolkata,428,13,09-02-2024 04:32,152,8.03,Medium,Groceries,Festival,Friday,No,46,CUST16220,26,Standard,Suburban,No,Stormy,13,High,104.43,Recession,WAR0004,1500
ORD008876,PROD4082,Kolkata,68,14,09-02-2024 04:35,67,8.45,Large,Groceries,Off-Peak,Friday,No,5,CUST59883,2,Express,Urban,No,Cloudy,20,High,96.82,Stable,WAR0006,1500
ORD007242,PROD6294,Chennai,251,10,09-02-2024 04:42,146,7.75,Medium,Pharmaceuticals,Peak,Friday,No,28,CUST67950,18,Express,Rural,No,Sunny,23,Low,95.66,Stable,WAR0007,1500
ORD007933,PROD1032,Bangalore,11,18,09-02-2024 04:47,79,8.2,Medium,Groceries,Festival,Friday,No,14,CUST41365,42,Express,Suburban,No,Stormy,12,Severe,110.63,Inflation,WAR0006,1500
ORD008496,PROD8010,Kolkata,264,2,09-02-2024 04:48,85,8.43,Small,Pharmaceuticals,Off-Peak,Friday,No,1,CUST89728,17,Express,Suburban,No,Stormy,29,Severe,108.62,Stable,WAR0009,1500
ORD008378,PROD3869,Kolkata,30,14,09-02-2024 05:05,84,2.68,Large,Electronics,Festival,Friday,No,19,CUST47268,1,Express,Urban,No,Cloudy,28,High,94.94,Stable,WAR0002,1500
ORD010330,PROD5931,Bangalore,68,4,09-02-2024 05:16,54,3.12,Small,Electronics,Festival,Friday,No,38,CUST20399,16,Same-Day,Urban,No,Sunny,34,Moderate,111.45,Inflation,WAR0010,1500
ORD002235,PROD4470,Mumbai,303,11,09-02-2024 05:21,94,6.7,Large,Clothing,Off-Peak,Friday,No,41,CUST70624,33,Standard,Suburban,No,Sunny,33,Severe,116.05,Inflation,WAR0003,1500
ORD004513,PROD4271,Chennai,44,9,09-02-2024 05:52,195,9.17,Medium,Electronics,Normal,Friday,No,39,CUST25428,47,Same-Day,Suburban,No,Sunny,39,Moderate,106.68,Stable,WAR0004,1500
ORD005680,PROD7648,Chennai,37,4,09-02-2024 06:31,169,3.85,Small,Electronics,Off-Peak,Friday,No,42,CUST98517,27,Standard,Rural,No,Rainy,20,High,106.58,Recession,WAR0004,1500
ORD001527,PROD2816,Chennai,302,13,09-02-2024 06:34,119,6.29,Medium,Clothing,Off-Peak,Friday,No,20,CUST34756,49,Standard,Rural,No,Cloudy,28,Severe,97.99,Stable,WAR0012,1500
ORD013039,PROD3600,Hyderabad,28,15,09-02-2024 06:35,11,7.15,Large,Furniture,Festival,Friday,Yes,5,CUST93647,27,Standard,Suburban,No,Sunny,30,Low,116.59,Recession,WAR0008,1500
ORD014984,PROD9743,Chennai,9,6,09-02-2024 06:38,121,5.07,Medium,Groceries,Off-Peak,Friday,No,6,CUST12777,32,Express,Urban,No,Rainy,29,Severe,99.64,Stable,WAR0009,1500
ORD003781,PROD1753,Mumbai,210,5,09-02-2024 07:04,146,7.42,Large,Groceries,Festival,Friday,No,16,CUST38339,41,Same-Day,Suburban,No,Rainy,38,Severe,117.1,Inflation,WAR0002,1500
ORD006422,PROD3284,Delhi,115,5,09-02-2024 07:07,14,9.1,Large,Pharmaceuticals,Off-Peak,Friday,No,23,CUST11447,25,Standard,Urban,No,Sunny,36,Moderate,108.97,Recession,WAR0011,1500
ORD006419,PROD2840,Hyderabad,291,8,09-02-2024 07:32,52,6.62,Small,Groceries,Festival,Friday,No,43,CUST78242,6,Same-Day,Suburban,No,Stormy,37,Low,96.28,Stable,WAR0012,1500
ORD007974,PROD6477,Hyderabad,161,19,09-02-2024 07:33,158,5.86,Medium,Furniture,Normal,Friday,No,45,CUST70201,45,Same-Day,Suburban,No,Sunny,35,Moderate,102.04,Inflation,WAR0002,1500
ORD002183,PROD5923,Mumbai,462,7,09-02-2024 07:41,178,4.95,Medium,Pharmaceuticals,Off-Peak,Friday,No,2,CUST71239,3,Express,Urban,No,Rainy,27,Low,107.28,Recession,WAR0001,1500
ORD006381,PROD4897,Mumbai,92,17,09-02-2024 07:50,169,6.2,Medium,Electronics,Normal,Friday,No,16,CUST89296,42,Standard,Rural,No,Sunny,37,Moderate,109.1,Stable,WAR0011,1500
ORD003530,PROD5278,Kolkata,319,7,09-02-2024 08:04,150,4.2,Medium,Pharmaceuticals,Normal,Friday,No,12,CUST89157,24,Express,Suburban,No,Cloudy,33,Low,96.39,Recession,WAR0008,1500
ORD013525,PROD6419,Bangalore,38,13,09-02-2024 08:07,124,4.52,Large,Groceries,Peak,Friday,Yes,23,CUST93437,13,Standard,Rural,No,Rainy,36,Low,110.8,Inflation,WAR0008,1500
ORD012524,PROD1997,Kolkata,5,6,09-02-2024 08:08,152,5.79,Small,Groceries,Peak,Friday,No,42,CUST11513,40,Same-Day,Urban,Yes,Cloudy,12,Moderate,103.68,Recession,WAR0001,1500
ORD012216,PROD7531,Mumbai,21,9,09-02-2024 08:33,134,1.6,Large,Groceries,Normal,Friday,No,17,CUST11798,1,Same-Day,Rural,No,Stormy,16,Moderate,100.43,Inflation,WAR0001,1500
ORD005171,PROD4054,Hyderabad,12,19,09-02-2024 08:34,173,3.06,Medium,Furniture,Peak,Friday,No,33,CUST64129,32,Standard,Rural,No,Sunny,17,High,111.24,Stable,WAR0009,1500
ORD008059,PROD4889,Bangalore,478,9,09-02-2024 08:55,115,5.89,Large,Pharmaceuticals,Off-Peak,Friday,No,20,CUST34638,2,Standard,Suburban,Yes,Rainy,23,Low,94.8,Inflation,WAR0008,1500
ORD012296,PROD7693,Bangalore,234,3,09-02-2024 08:55,113,4.88,Large,Groceries,Festival,Friday,No,0,CUST16922,23,Same-Day,Suburban,No,Rainy,32,Severe,102.93,Recession,WAR0008,1500
ORD001848,PROD6555,Mumbai,454,15,09-02-2024 09:08,115,4.0,Small,Furniture,Festival,Friday,Yes,7,CUST58565,1,Standard,Urban,No,Stormy,22,High,110.28,Stable,WAR0004,1500
ORD006008,PROD6886,Chennai,247,3,09-02-2024 09:38,19,7.57,Medium,Clothing,Peak,Friday,No,1,CUST19036,10,Express,Urban,No,Stormy,25,Low,100.44,Recession,WAR0006,1500
ORD011690,PROD8735,Bangalore,348,8,09-02-2024 09:39,40,7.24,Large,Pharmaceuticals,Festival,Friday,No,48,CUST97834,25,Express,Rural,No,Rainy,38,Severe,97.23,Recession,WAR0001,1500
ORD014525,PROD9908,Chennai,345,11,09-02-2024 09:51,120,2.5,Small,Pharmaceuticals,Festival,Friday,No,24,CUST57269,27,Standard,Urban,No,Cloudy,18,Severe,111.53,Recession,WAR0006,1500
ORD013269,PROD4149,Hyderabad,297,3,09-02-2024 09:51,12,8.91,Small,Furniture,Festival,Friday,No,19,CUST85265,34,Same-Day,Urban,No,Rainy,16,Severe,109.78,Stable,WAR0011,1500
ORD002757,PROD9967,Chennai,34,16,09-02-2024 10:04,88,5.46,Large,Clothing,Normal,Friday,No,25,CUST85929,39,Express,Suburban,No,Sunny,33,Severe,101.5,Stable,WAR0012,1500
ORD001793,PROD1829,Kolkata,208,13,09-02-2024 10:06,29,7.67,Large,Furniture,Off-Peak,Friday,No,6,CUST68335,46,Standard,Suburban,No,Stormy,24,Moderate,118.41,Recession,WAR0012,1500
ORD003395,PROD7874,Kolkata,85,14,09-02-2024 10:14,96,6.16,Medium,Electronics,Normal,Friday,No,4,CUST25374,21,Express,Urban,No,Cloudy,29,Low,111.17,Stable,WAR0002,1500
ORD004423,PROD1941,Kolkata,75,6,09-02-2024 10:35,162,9.98,Medium,Furniture,Peak,Friday,Yes,28,CUST62513,27,Standard,Urban,No,Rainy,12,Low,93.35,Recession,WAR0002,1500
ORD004751,PROD4614,Hyderabad,164,1,09-02-2024 10:41,92,7.77,Medium,Clothing,Normal,Friday,No,0,CUST10213,40,Standard,Rural,No,Rainy,11,Severe,95.47,Inflation,WAR0004,1500
ORD011149,PROD5227,Chennai,55,14,09-02-2024 10:49,182,7.36,Medium,Groceries,Off-Peak,Friday,Yes,21,CUST80934,38,Standard,Suburban,No,Stormy,15,Moderate,110.18,Stable,WAR0005,1500
ORD010512,PROD6002,Hyderabad,429,10,09-02-2024 11:06,190,8.01,Large,Electronics,Peak,Friday,No,48,CUST71847,11,Standard,Suburban,No,Stormy,14,Low,100.77,Stable,WAR0005,1500
ORD004946,PROD8668,Chennai,127,12,09-02-2024 11:20,72,2.29,Small,Clothing,Peak,Friday,No,12,CUST91502,35,Standard,Urban,No,Sunny,37,Low,94.38,Recession,WAR0004,1500
ORD008146,PROD7131,Hyderabad,128,11,09-02-2024 11:24,52,2.84,Large,Furniture,Peak,Friday,No,33,CUST71527,20,Express,Suburban,No,Cloudy,21,Low,116.33,Recession,WAR0001,1500
ORD002302,PROD9285,Chennai,221,6,09-02-2024 11:28,187,7.43,Medium,Furniture,Festival,Friday,Yes,3,CUST94667,4,Same-Day,Rural,No,Cloudy,10,Low,107.6,Stable,WAR0011,1500
ORD004660,PROD3741,Mumbai,6,18,09-02-2024 11:38,179,5.45,Medium,Electronics,Festival,Friday,No,28,CUST53790,44,Same-Day,Suburban,No,Cloudy,12,Low,115.19,Recession,WAR0007,1500
ORD013614,PROD7226,Kolkata,472,12,09-02-2024 11:42,110,7.79,Medium,Clothing,Off-Peak,Friday,Yes,44,CUST55896,43,Standard,Suburban,No,Sunny,18,High,119.51,Stable,WAR0001,1500
ORD005754,PROD8444,Hyderabad,378,11,09-02-2024 11:43,87,1.93,Medium,Groceries,Normal,Friday,No,4,CUST57564,24,Express,Urban,No,Cloudy,12,Severe,103.36,Stable,WAR0002,1500
ORD000794,PROD1659,Hyderabad,383,14,09-02-2024 11:45,177,5.83,Small,Groceries,Festival,Friday,No,21,CUST57062,36,Standard,Suburban,No,Rainy,18,Low,116.32,Recession,WAR0005,1500
ORD003669,PROD9761,Delhi,280,9,09-02-2024 11:52,180,5.11,Large,Electronics,Normal,Friday,No,12,CUST20337,16,Same-Day,Suburban,No,Stormy,13,Low,92.51,Recession,WAR0002,1500
ORD006416,PROD3409,Delhi,238,15,09-02-2024 11:59,149,6.44,Small,Furniture,Normal,Friday,No,10,CUST29194,45,Express,Suburban,No,Sunny,19,High,105.17,Inflation,WAR0001,1500
ORD011727,PROD7017,Chennai,386,8,09-02-2024 12:06,58,5.52,Small,Pharmaceuticals,Off-Peak,Friday,Yes,23,CUST33333,47,Express,Suburban,No,Rainy,23,High,95.83,Stable,WAR0009,1500
ORD010344,PROD7126,Chennai,160,10,09-02-2024 12:13,82,5.38,Medium,Electronics,Off-Peak,Friday,No,46,CUST75537,48,Express,Suburban,No,Rainy,32,High,113.04,Recession,WAR0011,1500
ORD013744,PROD3553,Hyderabad,200,18,09-02-2024 12:14,112,7.95,Small,Furniture,Normal,Friday,No,29,CUST27252,13,Standard,Suburban,No,Rainy,35,Low,99.62,Stable,WAR0002,1500
ORD005093,PROD2173,Mumbai,155,3,09-02-2024 12:21,150,1.11,Small,Furniture,Peak,Friday,No,23,CUST27358,19,Same-Day,Urban,No,Sunny,39,Severe,91.29,Inflation,WAR0011,1500
ORD000328,PROD3647,Hyderabad,345,12,09-02-2024 12:48,75,6.39,Small,Electronics,Normal,Friday,No,31,CUST58998,16,Standard,Suburban,No,Rainy,34,Moderate,92.53,Recession,WAR0006,1500
ORD005328,PROD1408,Chennai,118,1,09-02-2024 12:55,84,6.09,Small,Pharmaceuticals,Normal,Friday,No,13,CUST32223,18,Same-Day,Urban,No,Rainy,15,High,113.31,Recession,WAR0011,1500
ORD010395,PROD6783,Mumbai,322,15,09-02-2024 12:56,71,7.45,Large,Pharmaceuticals,Off-Peak,Friday,No,22,CUST40434,11,Express,Suburban,No,Stormy,15,High,92.14,Inflation,WAR0012,1500
ORD004009,PROD7609,Bangalore,143,18,09-02-2024 13:02,62,8.44,Small,Electronics,Off-Peak,Friday,No,1,CUST20574,38,Same-Day,Rural,No,Stormy,13,Low,117.11,Stable,WAR0002,1500
ORD002035,PROD7284,Bangalore,169,16,09-02-2024 13:18,115,9.63,Medium,Furniture,Peak,Friday,Yes,31,CUST91883,43,Standard,Urban,No,Rainy,11,Low,109.64,Stable,WAR0005,1500
ORD000864,PROD8483,Delhi,69,16,09-02-2024 13:22,196,4.08,Large,Clothing,Peak,Friday,Yes,13,CUST78946,16,Express,Urban,No,Rainy,38,High,92.31,Inflation,WAR0007,1500
ORD004744,PROD7745,Bangalore,400,7,09-02-2024 13:28,179,3.05,Medium,Electronics,Normal,Friday,No,9,CUST28801,16,Same-Day,Suburban,No,Rainy,15,Moderate,109.96,Stable,WAR0005,1500
ORD006283,PROD7003,Hyderabad,415,14,09-02-2024 13:33,43,4.81,Large,Clothing,Normal,Friday,No,38,CUST74957,22,Same-Day,Suburban,No,Sunny,28,Low,113.33,Recession,WAR0001,1500
ORD011619,PROD9025,Mumbai,436,6,09-02-2024 13:35,40,3.59,Large,Groceries,Normal,Friday,No,43,CUST94759,27,Express,Urban,No,Stormy,23,Moderate,92.45,Stable,WAR0002,1500
ORD009272,PROD7477,Delhi,285,10,09-02-2024 13:44,10,6.53,Small,Groceries,Festival,Friday,No,28,CUST88700,17,Standard,Urban,No,Rainy,28,Low,112.92,Inflation,WAR0009,1500
