order_id,product_id,weather_condition,temperature,traffic_level,fuel_price_index,economic_conditions
ORD000560,PROD6529,Cloudy,10,Severe,109.03,Inflation
ORD000232,PROD7570,Cloudy,31,High,103.25,Stable
ORD005374,PROD9084,Stormy,25,High,92.61,Recession
ORD003141,PROD7266,Sunny,38,Moderate,113.28,Inflation
ORD002506,PROD3280,Stormy,15,Severe,99.83,Inflation
ORD012425,PROD5510,Stormy,15,High,92.69,Inflation
ORD004032,PROD5203,Rainy,12,High,100.41,Recession
ORD007548,PROD1607,Cloudy,10,High,111.49,Inflation
ORD014925,PROD5409,Cloudy,33,Low,102.05,Stable
ORD014724,PROD6522,Stormy,11,Low,91.74,Inflation
ORD010597,PROD4122,Rainy,23,Low,95.22,Stable
ORD012111,PROD5237,Cloudy,24,High,113.56,Recession
ORD003384,PROD6238,Rainy,15,Moderate,99.66,Inflation
ORD004252,PROD4651,Stormy,33,Severe,99.31,Recession
ORD008217,PROD5473,Stormy,23,Moderate,97.15,Recession
ORD005454,PROD7783,Rainy,18,Moderate,95.58,Stable
ORD007702,PROD7181,Stormy,30,Severe,96.58,Stable
ORD005288,PROD9605,Rainy,33,Severe,99.48,Stable
ORD014900,PROD5491,Cloudy,14,Low,106.39,Stable
ORD008508,PROD7376,Stormy,24,Severe,104.8,Recession
ORD010516,PROD2137,Sunny,29,Severe,108.98,Stable
ORD000949,PROD9702,Rainy,14,Severe,98.39,Recession
ORD000076,PROD1525,Sunny,38,Moderate,104.02,Recession
ORD003852,PROD6592,Rainy,32,Moderate,111.7,Recession
ORD007824,PROD9806,Sunny,36,Moderate,108.01,Recession
ORD007396,PROD6469,Cloudy,30,Moderate,118.23,Recession
ORD011101,PROD9761,Sunny,35,Severe,97.84,Stable
ORD014052,PROD9036,Stormy,20,Low,93.36,Stable
ORD013555,PROD2155,Sunny,17,High,117.74,Inflation
ORD003117,PROD6799,Cloudy,11,Low,104.75,Recession
ORD000297,PROD3584,Rainy,34,Severe,104.8,Inflation
ORD008573,PROD6615,Cloudy,32,Severe,112.8,Recession
ORD011156,PROD3406,Sunny,30,Low,118.1,Stable
ORD005937,PROD7366,Stormy,36,High,101.03,Stable
ORD004612,PROD5166,Stormy,20,High,112.47,Stable
ORD003303,PROD5872,Cloudy,32,Moderate,113.24,Recession
ORD008728,PROD8060,Sunny,28,High,114.1,Recession
ORD012288,PROD7483,Cloudy,17,Low,107.58,Recession
ORD003965,PROD4695,Rainy,36,Low,117.23,Inflation
ORD001776,PROD6121,Stormy,10,Low,101.36,Recession
ORD013840,PROD1852,Sunny,19,High,113.17,Recession
ORD011319,PROD7060,Cloudy,13,Moderate,110.02,Stable
ORD001620,PROD6021,Stormy,14,Low,115.56,Inflation
ORD009032,PROD1087,Stormy,13,High,102.27,Stable
ORD006167,PROD2606,Cloudy,16,High,98.82,Stable
ORD005358,PROD6047,Sunny,36,High,111.12,Recession
ORD005674,PROD8584,Stormy,22,Moderate,117.59,Stable
ORD006918,PROD7649,Stormy,29,Low,101.44,Stable
ORD007594,PROD9278,Rainy,15,Moderate,99.12,Stable
ORD012133,PROD8125,Stormy,12,Severe,103.71,Recession
ORD003478,PROD3909,Sunny,21,Low,90.76,Recession
ORD002809,PROD2678,Cloudy,21,High,107.61,Inflation
ORD006222,PROD3440,Stormy,17,Low,94.36,Inflation
ORD003713,PROD8875,Sunny,37,Severe,99.43,Stable
ORD000144,PROD1949,Sunny,10,Moderate,95.17,Stable
ORD013727,PROD5920,Rainy,35,Moderate,107.5,Inflation
ORD002807,PROD7276,Sunny,20,Severe,91.5,Stable
ORD012427,PROD3294,Cloudy,23,Low,92.85,Stable
ORD013748,PROD7738,Rainy,17,Low,118.33,Inflation
ORD006191,PROD3084,Cloudy,27,High,92.01,Inflation
ORD010044,PROD8517,Cloudy,33,Low,95.33,Recession
ORD001318,PROD9363,Stormy,28,Severe,98.82,Stable
ORD007329,PROD1741,Cloudy,34,Moderate,116.93,Recession
ORD004711,PROD6073,Cloudy,29,High,99.45,Inflation
ORD000466,PROD2746,Sunny,37,Severe,108.2,Recession
ORD011969,PROD6018,Stormy,27,High,108.81,Recession
ORD005724,PROD7271,Stormy,36,Moderate,104.97,Inflation
ORD001935,PROD8861,Cloudy,26,Severe,116.43,Inflation
ORD000174,PROD4608,Rainy,19,Severe,115.95,Recession
ORD006777,PROD3689,Rainy,15,Severe,111.9,Stable
ORD005611,PROD4246,Stormy,37,Low,118.39,Inflation
ORD007691,PROD1034,Rainy,13,Low,94.02,Stable
ORD006823,PROD6531,Stormy,23,Low,91.16,Recession
ORD011617,PROD3773,Sunny,32,Severe,114.79,Recession
ORD006468,PROD5728,Rainy,22,Severe,92.83,Inflation
ORD007157,PROD3323,Sunny,30,Moderate,97.9,Recession
ORD007997,PROD2015,Stormy,14,High,92.43,Inflation
ORD001828,PROD5333,Cloudy,38,Moderate,107.16,Recession
ORD003046,PROD2785,Stormy,10,Moderate,108.65,Inflation
ORD005181,PROD9027,Cloudy,16,High,107.4,Inflation
ORD013395,PROD7303,Cloudy,24,Severe,110.41,Stable
ORD012881,PROD3975,Sunny,13,Moderate,111.26,Recession
ORD008502,PROD6298,Rainy,12,Severe,101.37,Inflation
ORD000506,PROD4788,Sunny,24,Severe,97.1,Recession
ORD014740,PROD4133,Stormy,17,High,100.29,Stable
ORD004494,PROD9462,Rainy,14,Moderate,112.97,Recession
ORD005993,PROD2485,Stormy,37,Low,97.57,Inflation
ORD008921,PROD3501,Stormy,28,High,99.63,Recession
ORD008780,PROD6514,Sunny,19,Moderate,99.16,Recession
ORD006270,PROD4393,Sunny,25,High,91.66,Stable
ORD011039,PROD9248,Stormy,38,Moderate,100.94,Inflation
ORD014263,PROD7363,Cloudy,19,High,103.27,Recession
ORD001405,PROD3112,Sunny,36,Moderate,96.31,Inflation
ORD003201,PROD1975,Cloudy,38,Severe,92.13,Stable
ORD009633,PROD8022,Sunny,33,Moderate,98.0,Recession
ORD003016,PROD5584,Cloudy,12,High,111.15,Inflation
ORD004623,PROD7746,Sunny,25,High,112.26,Stable
ORD014504,PROD9050,Rainy,26,Moderate,107.82,Inflation
ORD011079,PROD4370,Stormy,36,Moderate,93.07,Stable
ORD009643,PROD5441,Cloudy,39,Low,102.98,Stable
ORD003264,PROD6754,Cloudy,20,High,111.07,Stable
ORD013279,PROD7065,Rainy,15,Moderate,91.8,Recession
ORD014973,PROD2262,Sunny,39,Moderate,98.66,Stable
ORD011466,PROD6331,Cloudy,21,Low,107.42,Recession
ORD012108,PROD1893,Cloudy,12,Low,114.71,Inflation
ORD002333,PROD2294,Cloudy,16,Low,115.49,Stable
ORD001211,PROD8030,Cloudy,15,Severe,102.28,Stable
ORD003118,PROD4517,Rainy,28,Low,114.32,Recession
ORD000512,PROD7678,Cloudy,26,Severe,110.26,Inflation
ORD014832,PROD4872,Rainy,10,High,111.01,Inflation
ORD005912,PROD2506,Sunny,26,Low,99.57,Inflation
ORD012759,PROD5813,Rainy,14,Severe,93.64,Stable
ORD001904,PROD4340,Sunny,15,Low,105.64,Recession
ORD011267,PROD2932,Sunny,33,Moderate,111.63,Stable
ORD008318,PROD9005,Rainy,18,Low,95.72,Recession
ORD013331,PROD4810,Rainy,13,Low,93.62,Inflation
ORD001180,PROD8770,Rainy,21,Moderate,93.8,Stable
ORD003695,PROD2928,Sunny,10,High,100.78,Stable
ORD005130,PROD1372,Rainy,37,Low,95.62,Stable
ORD003410,PROD8750,Cloudy,24,Moderate,118.79,Stable
ORD001940,PROD9899,Cloudy,38,Moderate,109.44,Stable
ORD014441,PROD1687,Cloudy,19,High,100.39,Recession
ORD007052,PROD7722,Sunny,29,Severe,119.02,Stable
ORD011799,PROD7266,Sunny,37,Low,119.1,Inflation
ORD005659,PROD3605,Sunny,26,Severe,107.61,Stable
ORD004456,PROD5530,Stormy,36,Severe,91.76,Inflation
ORD003013,PROD9061,Rainy,27,Moderate,104.39,Stable
ORD005020,PROD3557,Sunny,30,Low,95.09,Inflation
ORD007419,PROD2915,Sunny,28,High,100.4,Stable
ORD013140,PROD4977,Stormy,24,Moderate,97.85,Recession
ORD012863,PROD1151,Cloudy,22,Severe,110.36,Inflation
ORD009640,PROD5702,Cloudy,20,Moderate,97.8,Inflation
ORD011367,PROD4388,Stormy,29,Moderate,90.89,Inflation
ORD009236,PROD4562,Sunny,15,Low,99.61,Stable
ORD012205,PROD4993,Rainy,30,Severe,90.83,Inflation
ORD003524,PROD8892,Stormy,11,Severe,119.89,Inflation
ORD002606,PROD8496,Stormy,11,Low,101.6,Stable
ORD013261,PROD3381,Stormy,16,Low,97.88,Stable
ORD012014,PROD1013,Cloudy,37,Severe,118.7,Recession
ORD009051,PROD1001,Stormy,18,High,102.37,Inflation
ORD014315,PROD2757,Cloudy,32,Low,109.26,Recession
ORD004683,PROD2381,Sunny,29,Low,113.37,Inflation
ORD007794,PROD9333,Cloudy,16,High,93.44,Stable
ORD006547,PROD4175,Stormy,34,High,118.57,Recession
ORD008824,PROD4196,Stormy,20,Low,119.34,Recession
ORD008773,PROD7154,Cloudy,16,Severe,101.0,Stable
ORD011568,PROD3487,Stormy,21,High,101.82,Recession
ORD002326,PROD4948,Rainy,15,Low,104.99,Inflation
ORD010591,PROD6715,Rainy,27,High,111.04,Inflation
ORD001604,PROD9151,Stormy,13,Severe,111.1,Recession
ORD006163,PROD4769,Stormy,32,Moderate,106.69,Stable
ORD007209,PROD4479,Stormy,33,High,105.68,Stable
ORD001517,PROD2821,Rainy,26,High,100.67,Inflation
ORD003004,PROD6488,Rainy,22,Moderate,109.74,Stable
ORD003401,PROD2730,Cloudy,39,Low,99.78,Stable
ORD008713,PROD3338,Cloudy,30,Low,116.11,Recession
ORD012767,PROD3465,Cloudy,27,Moderate,95.94,Recession
ORD001287,PROD8147,Stormy,22,Severe,105.1,Stable
ORD001185,PROD8075,Cloudy,21,Moderate,98.28,Stable
ORD004969,PROD3931,Stormy,38,Severe,119.97,Stable
ORD010507,PROD1050,Sunny,17,Low,95.08,Inflation
ORD002946,PROD2889,Cloudy,35,High,91.67,Recession
ORD002394,PROD8381,Sunny,32,Low,106.61,Stable
ORD010772,PROD4282,Stormy,39,Low,108.79,Recession
ORD013986,PROD9944,Sunny,20,Low,93.14,Inflation
ORD010049,PROD9892,Rainy,14,Low,102.0,Recession
ORD000337,PROD7049,Sunny,17,Low,109.84,Recession
ORD003521,PROD5631,Rainy,14,Severe,91.54,Inflation
ORD010927,PROD4955,Rainy,17,Low,90.45,Stable
ORD002114,PROD8734,Stormy,13,Severe,115.06,Stable
ORD004501,PROD7536,Rainy,39,High,98.43,Recession
ORD004130,PROD5140,Stormy,23,Moderate,97.24,Recession
ORD009816,PROD9195,Rainy,21,Low,90.09,Inflation
ORD000252,PROD1821,Stormy,34,Moderate,119.35,Inflation
ORD008656,PROD7628,Stormy,22,Severe,92.84,Inflation
ORD004037,PROD7143,Sunny,33,High,98.03,Stable
ORD000211,PROD9786,Sunny,29,High,97.38,Inflation
ORD006349,PROD9513,Cloudy,17,Low,107.21,Recession
ORD011453,PROD8947,Sunny,11,Moderate,101.28,Recession
ORD003039,PROD6211,Stormy,33,Moderate,104.18,Recession
ORD000645,PROD5581,Stormy,23,Severe,104.82,Stable
ORD012998,PROD5306,Sunny,38,High,100.39,Recession
ORD000548,PROD2375,Cloudy,30,Severe,107.42,Stable
ORD011451,PROD4799,Sunny,28,Low,103.84,Stable
ORD003420,PROD4892,Rainy,21,Moderate,108.99,Recession
ORD008453,PROD3915,Sunny,25,Severe,99.41,Recession
ORD003095,PROD2376,Sunny,21,High,97.16,Recession
ORD008386,PROD2565,Sunny,13,High,102.26,Inflation
ORD004490,PROD4767,Stormy,33,High,103.49,Recession
ORD003519,PROD9380,Sunny,37,Low,102.0,Recession
ORD000598,PROD4978,Stormy,15,High,90.9,Inflation
ORD014414,PROD7681,Sunny,18,Severe,92.63,Stable
ORD008182,PROD7569,Sunny,14,Moderate,99.47,Inflation
ORD014768,PROD7143,Rainy,38,Severe,98.73,Stable
ORD010444,PROD1468,Rainy,36,High,119.39,Recession
ORD002897,PROD6353,Stormy,15,High,116.98,Stable
ORD014705,PROD2390,Rainy,16,Severe,101.9,Recession
ORD012376,PROD7657,Cloudy,23,High,100.0,Recession
ORD012591,PROD4171,Rainy,12,Severe,111.98,Recession
ORD014689,PROD8369,Cloudy,32,High,113.31,Stable
ORD012055,PROD1440,Rainy,31,Moderate,112.67,Recession
ORD005047,PROD4714,Cloudy,11,Severe,115.22,Stable
ORD004049,PROD3742,Rainy,15,Moderate,90.21,Inflation
ORD008012,PROD1173,Cloudy,38,Moderate,105.95,Stable
ORD001472,PROD3042,Rainy,16,High,103.29,Inflation
ORD005109,PROD6729,Stormy,34,Severe,114.65,Recession
ORD010390,PROD4700,Stormy,27,Severe,90.36,Recession
ORD011869,PROD5514,Stormy,14,Low,92.41,Stable
ORD010174,PROD7778,Stormy,35,Severe,117.29,Recession
ORD012811,PROD8320,Cloudy,18,High,119.91,Stable
ORD004254,PROD7649,Sunny,17,Moderate,117.14,Inflation
ORD006102,PROD3344,Cloudy,26,High,115.49,Inflation
ORD004869,PROD6189,Rainy,12,Severe,92.59,Inflation
ORD010071,PROD4651,Rainy,22,High,98.57,Inflation
ORD013043,PROD3491,Stormy,10,Moderate,116.67,Inflation
ORD007022,PROD8718,Rainy,32,High,93.08,Inflation
ORD014917,PROD8148,Rainy,38,High,104.73,Stable
ORD002491,PROD5592,Sunny,39,Severe,111.51,Inflation
ORD002783,PROD1848,Rainy,39,Moderate,106.53,Stable
ORD002724,PROD6277,Rainy,33,Low,105.09,Recession
ORD010920,PROD7396,Rainy,24,High,114.3,Inflation
ORD001795,PROD7293,Rainy,13,Low,97.28,Recession
ORD011395,PROD5562,Sunny,19,Severe,96.23,Recession
ORD013898,PROD6589,Sunny,22,Moderate,94.85,Inflation
ORD012226,PROD5501,Cloudy,19,High,99.17,Stable
ORD009556,PROD7986,Stormy,30,Low,101.19,Inflation
ORD007049,PROD5089,Cloudy,32,Moderate,92.91,Stable
ORD004768,PROD8460,Rainy,30,Moderate,98.92,Inflation
ORD001058,PROD2592,Sunny,18,High,115.98,Stable
ORD010124,PROD5263,Cloudy,29,Severe,114.9,Stable
ORD006335,PROD5803,Rainy,27,Moderate,94.83,Recession
ORD009432,PROD3517,Rainy,28,High,98.54,Stable
ORD003897,PROD7859,Stormy,38,Severe,96.18,Recession
ORD009765,PROD3050,Stormy,17,Moderate,109.96,Recession
ORD008351,PROD8081,Stormy,10,High,93.1,Inflation
ORD004797,PROD8597,Sunny,35,Low,92.38,Stable
ORD014906,PROD1397,Cloudy,18,Severe,117.35,Recession
ORD004787,PROD2477,Stormy,39,High,111.94,Inflation
ORD011320,PROD8430,Stormy,16,Low,117.08,Inflation
ORD003727,PROD4787,Sunny,24,Severe,119.01,Stable
ORD008377,PROD7407,Cloudy,30,High,105.08,Stable
ORD010315,PROD1076,Cloudy,36,Low,109.96,Stable
ORD007930,PROD9731,Stormy,12,High,96.01,Recession
ORD005650,PROD2162,Rainy,15,Low,114.02,Recession
ORD011261,PROD7678,Stormy,20,Moderate,98.94,Recession
ORD004996,PROD6898,Sunny,26,Severe,119.0,Recession
ORD002961,PROD4678,Rainy,18,Low,113.01,Stable
ORD010293,PROD7909,Stormy,20,Severe,95.94,Inflation
ORD005370,PROD9153,Cloudy,15,Severe,91.46,Recession
ORD004080,PROD6183,Stormy,19,High,90.23,Recession
ORD006579,PROD7837,Sunny,22,Severe,118.29,Recession
ORD009929,PROD8096,Cloudy,24,Moderate,97.58,Stable
ORD013084,PROD3022,Cloudy,18,Severe,110.31,Recession
ORD011438,PROD9039,Rainy,17,Severe,112.93,Inflation
ORD007346,PROD1293,Stormy,38,Severe,111.49,Stable
ORD003196,PROD4300,Stormy,36,High,107.73,Recession
ORD005655,PROD7773,Stormy,19,Moderate,101.9,Inflation
ORD011180,PROD2854,Stormy,16,Severe,104.6,Recession
ORD003275,PROD1328,Cloudy,31,Moderate,118.93,Stable
ORD014380,PROD5455,Sunny,37,Low,113.94,Recession
ORD009829,PROD1388,Cloudy,15,Severe,104.48,Recession
ORD010115,PROD9475,Cloudy,33,Moderate,98.75,Recession
ORD013796,PROD1645,Stormy,14,Severe,111.9,Recession
ORD014490,PROD2948,Stormy,36,Low,101.76,Recession
ORD013957,PROD9692,Sunny,10,Severe,111.34,Inflation
ORD009028,PROD4399,Stormy,31,Severe,99.34,Recession
ORD005688,PROD4565,Rainy,11,Moderate,92.16,Recession
ORD008085,PROD4772,Sunny,22,High,98.43,Inflation
ORD008802,PROD8404,Cloudy,33,Low,119.32,Inflation
ORD011353,PROD2942,Cloudy,39,Moderate,94.15,Recession
ORD013311,PROD1942,Cloudy,36,Severe,91.23,Stable
ORD007979,PROD4905,Stormy,25,Severe,106.03,Recession
ORD007271,PROD4274,Rainy,35,High,112.09,Stable
ORD001995,PROD1613,Stormy,36,High,92.59,Stable
ORD007853,PROD4454,Sunny,25,Moderate,118.86,Recession
ORD005401,PROD3920,Sunny,36,Moderate,100.15,Stable
ORD009505,PROD9999,Stormy,25,Moderate,90.16,Stable
ORD000352,PROD4878,Rainy,16,Low,97.16,Inflation
ORD007926,PROD9570,Stormy,29,Severe,104.9,Stable
ORD007771,PROD6026,Stormy,20,Moderate,92.84,Inflation
ORD008836,PROD8311,Stormy,39,High,114.79,Inflation
ORD012345,PROD9377,Stormy,32,Severe,96.95,Inflation
ORD002168,PROD9843,Sunny,19,Low,101.26,Inflation
ORD014298,PROD6077,Cloudy,12,Moderate,94.86,Recession
ORD001752,PROD1744,Stormy,17,High,104.59,Recession
ORD010568,PROD9508,Sunny,37,Severe,108.17,Recession
ORD011941,PROD4452,Sunny,28,High,97.33,Recession
ORD013423,PROD6718,Cloudy,26,Low,117.14,Inflation
ORD004622,PROD1324,Cloudy,25,High,109.93,Stable
ORD000887,PROD7180,Cloudy,22,High,93.19,Stable
ORD008064,PROD4201,Rainy,21,Low,103.17,Stable
ORD004115,PROD1082,Cloudy,24,High,97.91,Recession
ORD004382,PROD5514,Cloudy,31,Severe,97.59,Stable
ORD003299,PROD7705,Cloudy,12,Low,95.71,Stable
ORD011880,PROD8639,Cloudy,38,Moderate,115.65,Inflation
ORD010001,PROD3416,Sunny,29,High,101.27,Stable
ORD010133,PROD3507,Stormy,10,Severe,98.18,Inflation
ORD010378,PROD3424,Stormy,14,Low,110.82,Recession
ORD014011,PROD1228,Sunny,39,Severe,116.77,Stable
ORD009979,PROD6603,Cloudy,37,Low,99.19,Recession
ORD014938,PROD1786,Cloudy,25,Low,114.71,Stable
ORD000655,PROD8800,Stormy,19,Severe,105.36,Stable
ORD005184,PROD1301,Sunny,38,Severe,95.76,Recession
ORD003688,PROD2654,Rainy,22,Severe,93.71,Recession
ORD005502,PROD6556,Sunny,11,High,99.1,Stable
ORD007230,PROD8861,Stormy,35,Moderate,98.75,Stable
ORD002371,PROD7525,Cloudy,31,Low,103.2,Inflation
ORD006425,PROD1406,Rainy,24,Low,113.51,Stable
ORD006799,PROD2006,Stormy,28,Moderate,105.28,Recession
ORD002359,PROD8790,Stormy,16,High,93.05,Inflation
ORD007303,PROD5921,Sunny,36,Low,101.63,Inflation
ORD011462,PROD2841,Stormy,20,Severe,100.2,Stable
ORD010499,PROD5395,Rainy,28,Moderate,95.23,Stable
ORD007365,PROD2833,Sunny,35,Low,91.04,Inflation
ORD004610,PROD1983,Stormy,23,Low,114.71,Inflation
ORD004848,PROD4982,Sunny,25,Moderate,106.95,Inflation
ORD002493,PROD6980,Cloudy,36,Moderate,102.54,Inflation
ORD009885,PROD3301,Rainy,35,Severe,113.56,Recession
ORD007637,PROD2279,Sunny,33,Moderate,101.7,Inflation
ORD007736,PROD2970,Rainy,25,Severe,109.74,Recession
ORD003184,PROD3876,Stormy,34,Low,111.34,Recession
ORD008585,PROD1099,Sunny,26,Severe,116.13,Stable
ORD002924,PROD3079,Rainy,15,Low,111.79,Inflation
ORD007036,PROD1448,Rainy,35,Low,101.56,Recession
ORD003850,PROD4633,Stormy,11,Severe,94.57,Stable
ORD004376,PROD7980,Cloudy,27,High,105.33,Stable
ORD012690,PROD5017,Rainy,22,Low,112.83,Stable
ORD009904,PROD1699,Rainy,23,Low,95.93,Recession
ORD005610,PROD6444,Sunny,12,Low,112.96,Stable
ORD014410,PROD5791,Sunny,25,Severe,101.18,Inflation
ORD005854,PROD1860,Cloudy,16,Moderate,119.93,Recession
ORD008776,PROD8961,Stormy,10,Low,100.78,Stable
ORD011365,PROD3310,Cloudy,11,Low,95.31,Stable
ORD013488,PROD3840,Cloudy,37,Moderate,106.03,Stable
ORD004928,PROD4310,Sunny,25,High,104.26,Inflation
ORD014249,PROD6724,Cloudy,35,High,108.12,Recession
ORD006849,PROD3730,Sunny,24,Low,98.88,Stable
ORD001142,PROD7580,Rainy,29,Moderate,118.81,Inflation
ORD009591,PROD4994,Cloudy,20,Severe,102.32,Stable
ORD003836,PROD9328,Sunny,26,Severe,110.7,Stable
ORD011349,PROD2629,Rainy,15,Severe,117.19,Inflation
ORD008624,PROD9278,Cloudy,33,Severe,103.39,Recession
ORD000113,PROD2876,Cloudy,29,Severe,109.07,Recession
ORD006482,PROD2449,Sunny,36,Low,109.78,Recession
ORD009162,PROD8500,Rainy,10,Low,105.58,Recession
ORD012504,PROD1917,Rainy,19,Severe,95.79,Recession
ORD003005,PROD1023,Cloudy,17,Moderate,115.23,Recession
ORD006445,PROD4185,Rainy,18,Low,108.28,Recession
ORD011491,PROD7737,Rainy,39,Low,95.71,Recession
ORD013313,PROD8809,Stormy,10,Moderate,99.71,Stable
ORD005691,PROD3403,Sunny,36,Low,116.67,Stable
ORD003810,PROD5557,Stormy,37,Moderate,100.02,Stable
ORD004229,PROD1701,Sunny,28,Severe,108.69,Stable
ORD007261,PROD2975,Cloudy,17,Moderate,99.98,Inflation
ORD012116,PROD8758,Rainy,37,Low,91.65,Stable
ORD014430,PROD6597,Sunny,37,Severe,112.25,Inflation
ORD010404,PROD4541,Stormy,27,Severe,100.15,Recession
ORD005639,PROD8842,Sunny,38,Low,90.96,Recession
ORD002370,PROD3362,Cloudy,23,High,116.92,Recession
ORD004784,PROD8183,Sunny,30,Moderate,94.77,Stable
ORD000249,PROD1998,Cloudy,14,Low,102.55,Recession
ORD011184,PROD4343,Sunny,14,High,119.95,Recession
ORD006847,PROD9237,Rainy,29,High,105.88,Recession
ORD013726,PROD8410,Cloudy,17,High,115.79,Stable
ORD011122,PROD6926,Rainy,37,Moderate,114.9,Recession
ORD000674,PROD6023,Sunny,37,High,101.22,Inflation
ORD000362,PROD3608,Stormy,29,Low,102.21,Inflation
ORD002447,PROD5405,Sunny,30,Low,96.49,Stable
ORD013411,PROD8220,Sunny,30,High,117.18,Inflation
ORD004197,PROD3435,Stormy,10,Moderate,93.62,Inflation
ORD006494,PROD9037,Stormy,22,Moderate,107.83,Recession
ORD013666,PROD5096,Cloudy,29,Severe,108.04,Recession
ORD011563,PROD9265,Cloudy,34,Moderate,111.27,Inflation
ORD014950,PROD5803,Rainy,35,Severe,107.93,Stable
ORD010551,PROD8415,Stormy,15,Low,107.22,Stable
ORD000752,PROD5771,Sunny,28,Moderate,93.15,Stable
ORD004036,PROD9468,Stormy,27,Moderate,114.96,Recession
ORD003770,PROD8178,Stormy,26,Low,119.73,Recession
ORD009598,PROD1729,Cloudy,27,Moderate,109.8,Recession
ORD010932,PROD1928,Rainy,12,Moderate,111.69,Recession
ORD008151,PROD4098,Cloudy,29,Low,99.13,Inflation
ORD004274,PROD4773,Cloudy,38,Severe,112.4,Stable
ORD004497,PROD5314,Stormy,22,Severe,118.02,Stable
ORD007057,PROD5270,Stormy,19,Moderate,111.03,Inflation
ORD007764,PROD3755,Rainy,11,High,116.04,Stable
ORD004799,PROD6410,Stormy,29,Low,115.31,Recession
ORD011759,PROD1855,Cloudy,12,High,119.82,Recession
ORD004518,PROD4755,Rainy,32,Severe,114.72,Recession
ORD010790,PROD8488,Cloudy,33,Severe,103.02,Stable
ORD010515,PROD6162,Stormy,25,Moderate,91.65,Inflation
ORD011551,PROD4768,Stormy,15,Severe,93.4,Inflation
ORD000927,PROD1588,Sunny,33,Severe,101.04,Stable
ORD007820,PROD7116,Stormy,18,Moderate,109.67,Recession
ORD014675,PROD7774,Rainy,35,High,105.95,Stable
ORD013967,PROD1989,Stormy,39,High,96.23,Inflation
ORD008024,PROD2769,Rainy,18,Moderate,106.19,Inflation
ORD012913,PROD2086,Rainy,29,Moderate,104.25,Stable
ORD012423,PROD8378,Sunny,39,Moderate,95.5,Recession
ORD006086,PROD3185,Stormy,20,Low,102.51,Stable
ORD013444,PROD4085,Cloudy,12,Severe,118.37,Inflation
ORD003250,PROD5088,Sunny,28,High,92.59,Inflation
ORD003417,PROD1635,Rainy,12,Severe,113.42,Recession
ORD005011,PROD6159,Stormy,34,Moderate,101.12,Recession
ORD009875,PROD6952,Rainy,36,High,107.95,Stable
ORD001563,PROD3185,Cloudy,12,High,90.45,Inflation
ORD001321,PROD9355,Stormy,37,High,94.84,Recession
ORD013108,PROD1671,Sunny,32,Severe,118.05,Inflation
ORD010527,PROD3908,Cloudy,18,Moderate,110.28,Inflation
ORD014600,PROD2742,Sunny,30,Low,94.32,Inflation
ORD005213,PROD9883,Stormy,31,Moderate,114.47,Inflation
ORD008853,PROD5220,Sunny,10,Severe,111.61,Recession
ORD000324,PROD1058,Sunny,22,Moderate,117.03,Stable
ORD013451,PROD9517,Stormy,17,Moderate,113.59,Inflation
ORD001279,PROD7229,Sunny,21,Low,91.24,Stable
ORD003801,PROD9283,Cloudy,24,Low,106.36,Stable
ORD009954,PROD8756,Cloudy,29,High,102.78,Stable
ORD004323,PROD4315,Cloudy,21,Moderate,90.0,Inflation
ORD003800,PROD3571,Stormy,12,Moderate,96.46,Recession
ORD012040,PROD4977,Sunny,38,High,94.87,Stable
ORD000493,PROD4919,Rainy,30,Moderate,90.13,Inflation
ORD006645,PROD4555,Stormy,20,Moderate,96.3,Stable
ORD005322,PROD9952,Rainy,28,High,109.57,Stable
ORD001265,PROD1125,Cloudy,30,High,103.85,Stable
ORD002582,PROD7985,Rainy,28,High,102.78,Inflation
ORD013381,PROD2540,Sunny,28,Severe,110.17,Stable
ORD003637,PROD9246,Cloudy,37,Moderate,110.1,Stable
ORD009888,PROD1648,Sunny,33,Severe,119.77,Inflation
ORD011263,PROD5264,Rainy,25,Severe,117.58,Inflation
ORD005908,PROD5127,Stormy,12,Low,119.22,Stable
ORD004090,PROD9238,Stormy,14,Low,97.45,Recession
ORD014370,PROD3867,Rainy,34,Moderate,115.12,Inflation
ORD002672,PROD8492,Rainy,36,High,108.97,Inflation
ORD006979,PROD9740,Sunny,26,High,102.58,Stable
ORD007667,PROD2807,Cloudy,14,Low,113.22,Inflation
ORD002680,PROD9880,Stormy,19,Low,116.22,Inflation
ORD007703,PROD8786,Stormy,17,Severe,106.85,Recession
ORD012740,PROD9413,Stormy,32,Severe,119.84,Stable
ORD010770,PROD9380,Sunny,25,High,117.06,Recession
ORD014496,PROD6622,Cloudy,35,High,107.11,Recession
ORD013209,PROD7270,Cloudy,30,Moderate,114.24,Inflation
ORD003468,PROD7035,Rainy,28,Moderate,94.71,Inflation
ORD011651,PROD7974,Cloudy,13,Severe,92.02,Inflation
ORD011361,PROD5250,Sunny,16,Moderate,113.04,Recession
ORD014451,PROD6332,Sunny,17,Severe,111.24,Recession
ORD011663,PROD1639,Sunny,37,Moderate,103.71,Recession
ORD002379,PROD7288,Stormy,37,Low,104.69,Stable
ORD008091,PROD7158,Stormy,30,High,105.91,Stable
ORD003406,PROD7732,Sunny,28,Moderate,94.54,Recession
ORD012435,PROD5771,Cloudy,26,High,109.59,Inflation
